,Word,Value,V.Mean.Sum,,1.2 4.6 3.0
1511,safeguard,-3.53E-06,5.5,,
1514,vicar,-3.53E-06,5.5,,
1577,occasional,-3.45E-06,5.5,,
1723,association,-3.27E-06,5.5,,
1770,basic,-3.21E-06,5.5,,
1812,workings,-3.15E-06,5.5,,
1846,ambassador,-3.12E-06,5.5,,
1874,neutral,-3.09E-06,5.5,,
1960,system,-2.98E-06,5.5,,
2201,environmental,-2.71E-06,5.5,,
2212,nose,-2.70E-06,5.5,,
2221,bare,-2.69E-06,5.5,,
2490,flicker,-2.43E-06,5.5,,
2523,stock,-2.40E-06,5.5,,
2543,commentary,-2.37E-06,5.5,,
2614,id,-2.30E-06,5.5,,
2615,effect,-2.30E-06,5.5,,
3030,escape,-1.91E-06,5.5,,
3225,bench,-1.74E-06,5.5,,
3236,card,-1.72E-06,5.5,,
3418,decision,-1.52E-06,5.5,,
3532,happen,-1.39E-06,5.5,,
3559,demonstration,-1.36E-06,5.5,,
3736,product,-1.16E-06,5.5,,
3758,participate,-1.14E-06,5.5,,
3943,program,-9.18E-07,5.5,,
4101,acquire,-7.24E-07,5.5,,
4227,minute,-5.00E-07,5.5,,
4253,coordinate,-4.47E-07,5.5,,
4280,topic,-4.22E-07,5.5,,
4318,pavement,-3.54E-07,5.5,,
4324,phrase,-3.44E-07,5.5,,
4428,agricultural,-1.75E-07,5.5,,
4616,winter,1.63E-07,5.5,,
4860,micro,7.63E-07,5.5,,
482,brown,-5.97E-06,5.52,,
505,fox,-5.89E-06,5.52,,
532,suburb,-5.77E-06,5.52,,
1119,profession,-4.17E-06,5.52,,
1379,committee,-3.75E-06,5.52,,
1774,pitch,-3.20E-06,5.52,,
1865,moderate,-3.10E-06,5.52,,
1904,major,-3.05E-06,5.52,,
2069,caller,-2.88E-06,5.52,,
2277,colony,-2.64E-06,5.52,,
2617,composition,-2.30E-06,5.52,,
2654,various,-2.27E-06,5.52,,
2699,announce,-2.23E-06,5.52,,
4279,ideology,-4.22E-07,5.52,,
4407,object,-2.22E-07,5.52,,
5037,formidable,1.37E-06,5.52,,
5058,myriad,1.49E-06,5.52,,
342,oxide,-6.77E-06,5.53,,
433,tube,-6.21E-06,5.53,,
874,meter,-4.67E-06,5.53,,
971,conscious,-4.46E-06,5.53,,
991,variation,-4.42E-06,5.53,,
1167,stadium,-4.08E-06,5.53,,
1241,flash,-3.95E-06,5.53,,
1572,viewer,-3.47E-06,5.53,,
2074,influence,-2.87E-06,5.53,,
2465,specify,-2.46E-06,5.53,,
2698,reinforce,-2.23E-06,5.53,,
3082,terrain,-1.87E-06,5.53,,
3187,pattern,-1.77E-06,5.53,,
3278,threshold,-1.67E-06,5.53,,
3301,current,-1.64E-06,5.53,,
3353,physics,-1.58E-06,5.53,,
3425,processing,-1.52E-06,5.53,,
3632,technology,-1.29E-06,5.53,,
3760,construction,-1.13E-06,5.53,,
3907,calendar,-9.67E-07,5.53,,
4006,classified,-8.52E-07,5.53,,
4424,mobility,-1.79E-07,5.53,,
4537,express,5.08E-09,5.53,,
4612,vibration,1.54E-07,5.53,,
4702,exhibition,3.65E-07,5.53,,
4868,logo,7.83E-07,5.53,,
5005,softball,1.24E-06,5.53,,
5238,jeep,2.55E-06,5.53,,
5366,robe,4.00E-06,5.53,,
5387,acre,4.24E-06,5.53,,
1485,democrat,-3.58E-06,5.54,,
50,unlock,-1.11E-05,5.55,,
84,rack,-9.90E-06,5.55,,
174,helicopter,-8.50E-06,5.55,,
668,objective,-5.27E-06,5.55,,
1062,legitimacy,-4.27E-06,5.55,,
1328,thing,-3.81E-06,5.55,,
1606,rainy,-3.42E-06,5.55,,
1682,organic,-3.32E-06,5.55,,
2037,may,-2.91E-06,5.55,,
2085,throw,-2.86E-06,5.55,,
2123,pack,-2.81E-06,5.55,,
2404,room,-2.52E-06,5.55,,
2447,survey,-2.47E-06,5.55,,
2572,beta,-2.34E-06,5.55,,
2584,suggest,-2.33E-06,5.55,,
2783,function,-2.15E-06,5.55,,
3002,player,-1.94E-06,5.55,,
3432,port,-1.50E-06,5.55,,
3645,screen,-1.27E-06,5.55,,
4049,roman,-7.93E-07,5.55,,
4228,distinct,-4.92E-07,5.55,,
730,norm,-5.06E-06,5.56,,
731,satellite,-5.06E-06,5.56,,
954,shirt,-4.49E-06,5.56,,
1227,position,-3.98E-06,5.56,,
1854,replace,-3.11E-06,5.56,,
1894,desk,-3.06E-06,5.56,,
2533,admit,-2.38E-06,5.56,,
2713,search,-2.21E-06,5.56,,
2904,coliseum,-2.04E-06,5.56,,
2981,lead,-1.96E-06,5.56,,
3273,area,-1.67E-06,5.56,,
3614,center,-1.30E-06,5.56,,
3934,puppet,-9.30E-07,5.56,,
4222,fill,-5.07E-07,5.56,,
5312,virgin,3.27E-06,5.56,,
254,wrap,-7.43E-06,5.57,,
418,swallow,-6.29E-06,5.57,,
765,negotiate,-4.96E-06,5.57,,
880,global,-4.65E-06,5.57,,
1211,spread,-4.00E-06,5.57,,
1627,binoculars,-3.39E-06,5.57,,
1749,semi,-3.24E-06,5.57,,
1776,sheet,-3.20E-06,5.57,,
2019,define,-2.92E-06,5.57,,
2240,extent,-2.67E-06,5.57,,
2351,lesson,-2.57E-06,5.57,,
2452,unbelievable,-2.47E-06,5.57,,
2589,classroom,-2.32E-06,5.57,,
2848,characteristic,-2.08E-06,5.57,,
2965,texture,-1.97E-06,5.57,,
3028,definitive,-1.91E-06,5.57,,
3038,simultaneous,-1.90E-06,5.57,,
3055,garment,-1.89E-06,5.57,,
3112,chairman,-1.84E-06,5.57,,
3209,inlet,-1.75E-06,5.57,,
3862,signature,-1.03E-06,5.57,,
3878,term,-1.01E-06,5.57,,
3945,rum,-9.16E-07,5.57,,
4180,designer,-5.85E-07,5.57,,
4630,ripe,1.89E-07,5.57,,
4686,worship,3.18E-07,5.57,,
5042,bikini,1.41E-06,5.57,,
5241,electrical,2.58E-06,5.57,,
150,undercover,-8.78E-06,5.58,,
233,bachelor,-7.65E-06,5.58,,
425,viewing,-6.25E-06,5.58,,
560,spectator,-5.69E-06,5.58,,
617,coincidence,-5.44E-06,5.58,,
637,forces,-5.38E-06,5.58,,
639,exact,-5.37E-06,5.58,,
854,formation,-4.71E-06,5.58,,
1005,scenario,-4.38E-06,5.58,,
1522,intention,-3.52E-06,5.58,,
1705,rite,-3.29E-06,5.58,,
2046,element,-2.90E-06,5.58,,
2394,troop,-2.53E-06,5.58,,
2706,eminent,-2.22E-06,5.58,,
2875,image,-2.06E-06,5.58,,
3207,spacecraft,-1.75E-06,5.58,,
3313,chew,-1.63E-06,5.58,,
4093,teens,-7.34E-07,5.58,,
4331,temperature,-3.34E-07,5.58,,
4596,establish,1.24E-07,5.58,,
4824,locate,6.53E-07,5.58,,
5281,functional,2.94E-06,5.58,,
603,tempo,-5.49E-06,5.59,,
1897,mouth,-3.06E-06,5.59,,
1975,conversion,-2.96E-06,5.59,,
2045,pull,-2.90E-06,5.59,,
2052,town,-2.89E-06,5.59,,
2066,cover,-2.88E-06,5.59,,
2666,road,-2.26E-06,5.59,,
2777,supplemental,-2.15E-06,5.59,,
3049,altar,-1.89E-06,5.59,,
3283,number,-1.66E-06,5.59,,
4703,reborn,3.66E-07,5.59,,
148,flip,-8.80E-06,5.6,,
655,purple,-5.31E-06,5.6,,
892,optic,-4.61E-06,5.6,,
1045,disc,-4.31E-06,5.6,,
1326,pagoda,-3.81E-06,5.6,,
1531,neighbor,-3.51E-06,5.6,,
2358,networking,-2.57E-06,5.6,,
2418,rap,-2.50E-06,5.6,,
2482,blitz,-2.44E-06,5.6,,
2642,aide,-2.28E-06,5.6,,
2644,time,-2.28E-06,5.6,,
2657,interpretation,-2.26E-06,5.6,,
2907,pole,-2.04E-06,5.6,,
2995,structural,-1.94E-06,5.6,,
3308,amendment,-1.63E-06,5.6,,
3552,mega,-1.37E-06,5.6,,
3954,shipping,-9.01E-07,5.6,,
4065,feature,-7.69E-07,5.6,,
4979,convincing,1.16E-06,5.6,,
5209,fusion,2.36E-06,5.6,,
5374,copper,4.07E-06,5.6,,
416,mushroom,-6.30E-06,5.61,,
461,citadel,-6.10E-06,5.61,,
1779,examine,-3.20E-06,5.61,,
1945,vogue,-3.01E-06,5.61,,
1978,witness,-2.96E-06,5.61,,
2156,sacrament,-2.77E-06,5.61,,
2182,observation,-2.73E-06,5.61,,
2567,quarter,-2.34E-06,5.61,,
2629,size,-2.29E-06,5.61,,
2994,continue,-1.95E-06,5.61,,
3458,match,-1.48E-06,5.61,,
4538,spectacle,5.89E-09,5.61,,
4869,membership,7.84E-07,5.61,,
517,breeding,-5.83E-06,5.62,,
584,evolutionary,-5.59E-06,5.62,,
638,component,-5.37E-06,5.62,,
1376,name,-3.75E-06,5.62,,
1410,prefer,-3.70E-06,5.62,,
1691,pants,-3.31E-06,5.62,,
1737,speech,-3.26E-06,5.62,,
2084,compromise,-2.86E-06,5.62,,
2142,process,-2.79E-06,5.62,,
2257,surface,-2.66E-06,5.62,,
2363,subtle,-2.56E-06,5.62,,
2450,settle,-2.47E-06,5.62,,
2896,equipment,-2.05E-06,5.62,,
3061,bingo,-1.88E-06,5.62,,
3240,national,-1.71E-06,5.62,,
3676,climb,-1.23E-06,5.62,,
4008,nickel,-8.50E-07,5.62,,
4768,interaction,5.14E-07,5.62,,
5226,android,2.49E-06,5.62,,
5341,outcome,3.61E-06,5.62,,
181,remainder,-8.44E-06,5.63,,
1000,nineteen,-4.40E-06,5.63,,
1671,pen,-3.34E-06,5.63,,
1701,bop,-3.29E-06,5.63,,
1860,tribe,-3.11E-06,5.63,,
2171,stove,-2.74E-06,5.63,,
2346,receptor,-2.58E-06,5.63,,
2417,reproduce,-2.50E-06,5.63,,
2493,dusk,-2.43E-06,5.63,,
2631,bartender,-2.29E-06,5.63,,
2694,degree,-2.23E-06,5.63,,
2794,fundraising,-2.14E-06,5.63,,
2812,reference,-2.11E-06,5.63,,
2947,reserved,-1.99E-06,5.63,,
2992,reputation,-1.95E-06,5.63,,
3584,resource,-1.34E-06,5.63,,
3706,tangible,-1.20E-06,5.63,,
3768,faculty,-1.12E-06,5.63,,
3823,practical,-1.06E-06,5.63,,
4906,blend,8.97E-07,5.63,,
5158,definition,1.94E-06,5.63,,
5204,nomination,2.32E-06,5.63,,
5330,token,3.47E-06,5.63,,
1983,cycle,-2.95E-06,5.64,,
2018,try,-2.92E-06,5.64,,
2083,motor,-2.86E-06,5.64,,
2145,assortment,-2.79E-06,5.64,,
2607,act,-2.30E-06,5.64,,
2750,company,-2.18E-06,5.64,,
2844,form,-2.09E-06,5.64,,
3096,wet,-1.86E-06,5.64,,
3717,come,-1.18E-06,5.64,,
3872,job,-1.02E-06,5.64,,
3959,big,-8.99E-07,5.64,,
3972,peer,-8.85E-07,5.64,,
4185,apt,-5.82E-07,5.64,,
4218,catch,-5.16E-07,5.64,,
5113,believer,1.72E-06,5.64,,
204,pencil,-8.04E-06,5.65,,
784,potion,-4.91E-06,5.65,,
803,print,-4.87E-06,5.65,,
920,tumble,-4.56E-06,5.65,,
1224,extreme,-3.98E-06,5.65,,
1596,clock,-3.43E-06,5.65,,
1672,affect,-3.34E-06,5.65,,
1785,demo,-3.19E-06,5.65,,
1948,experimental,-3.00E-06,5.65,,
1957,estate,-2.99E-06,5.65,,
1994,intense,-2.94E-06,5.65,,
2091,shuttle,-2.85E-06,5.65,,
2184,international,-2.73E-06,5.65,,
2274,ink,-2.64E-06,5.65,,
2509,analyze,-2.41E-06,5.65,,
2538,translation,-2.38E-06,5.65,,
2997,theory,-1.94E-06,5.65,,
3057,rooms,-1.89E-06,5.65,,
3391,northern,-1.54E-06,5.65,,
3657,ounce,-1.26E-06,5.65,,
3764,solid,-1.13E-06,5.65,,
3811,nest,-1.08E-06,5.65,,
3831,fur,-1.06E-06,5.65,,
4160,comment,-6.14E-07,5.65,,
4270,printer,-4.28E-07,5.65,,
4430,comb,-1.75E-07,5.65,,
4683,technician,3.15E-07,5.65,,
5066,magnet,1.51E-06,5.65,,
5068,maiden,1.52E-06,5.65,,
5329,rocker,3.47E-06,5.65,,
3516,diver,-1.41E-06,5.66,,
4958,basket,1.08E-06,5.66,,
838,percent,-4.75E-06,5.67,,
850,trolley,-4.72E-06,5.67,,
862,sprint,-4.69E-06,5.67,,
902,detail,-4.59E-06,5.67,,
918,gel,-4.57E-06,5.67,,
964,cola,-4.47E-06,5.67,,
1187,beer,-4.05E-06,5.67,,
1359,sidewalk,-3.77E-06,5.67,,
1392,declaration,-3.72E-06,5.67,,
1402,terminology,-3.71E-06,5.67,,
1404,channel,-3.71E-06,5.67,,
1459,bowl,-3.62E-06,5.67,,
1656,mercury,-3.36E-06,5.67,,
1764,red,-3.22E-06,5.67,,
1990,symbol,-2.95E-06,5.67,,
2119,canvas,-2.82E-06,5.67,,
2253,mechanical,-2.66E-06,5.67,,
2294,attribute,-2.63E-06,5.67,,
2463,instinct,-2.46E-06,5.67,,
2652,bell,-2.27E-06,5.67,,
2882,timing,-2.06E-06,5.67,,
2975,pocket,-1.96E-06,5.67,,
3033,entire,-1.91E-06,5.67,,
3165,cross,-1.79E-06,5.67,,
3276,ping,-1.67E-06,5.67,,
3397,gaming,-1.54E-06,5.67,,
3414,short,-1.53E-06,5.67,,
3557,translate,-1.37E-06,5.67,,
3593,carry,-1.34E-06,5.67,,
3627,persuade,-1.29E-06,5.67,,
3652,ceremonial,-1.26E-06,5.67,,
3699,stage,-1.21E-06,5.67,,
3756,settlement,-1.14E-06,5.67,,
3795,cove,-1.10E-06,5.67,,
3859,glimpse,-1.03E-06,5.67,,
3893,keynote,-9.91E-07,5.67,,
3949,listing,-9.08E-07,5.67,,
3973,offer,-8.84E-07,5.67,,
4056,prayer,-7.86E-07,5.67,,
4301,golf,-3.76E-07,5.67,,
4340,southern,-3.24E-07,5.67,,
4410,wind,-2.11E-07,5.67,,
4560,crimson,5.12E-08,5.67,,
4826,psychic,6.58E-07,5.67,,
4978,adoptive,1.15E-06,5.67,,
5082,basketball,1.60E-06,5.67,,
5100,modeling,1.65E-06,5.67,,
5131,armchair,1.79E-06,5.67,,
5167,garlic,1.99E-06,5.67,,
488,investigate,-5.94E-06,5.68,,
619,availability,-5.43E-06,5.68,,
1203,proper,-4.01E-06,5.68,,
1455,remain,-3.63E-06,5.68,,
1504,constitutional,-3.55E-06,5.68,,
1573,cognitive,-3.46E-06,5.68,,
1630,letter,-3.38E-06,5.68,,
1632,vodka,-3.38E-06,5.68,,
1652,justification,-3.36E-06,5.68,,
1815,article,-3.15E-06,5.68,,
2186,structure,-2.73E-06,5.68,,
2623,vast,-2.29E-06,5.68,,
2663,assert,-2.26E-06,5.68,,
2682,bring,-2.25E-06,5.68,,
2701,web,-2.23E-06,5.68,,
2823,base,-2.10E-06,5.68,,
2853,step,-2.08E-06,5.68,,
2900,rave,-2.04E-06,5.68,,
2956,finite,-1.98E-06,5.68,,
3341,deck,-1.59E-06,5.68,,
3357,rate,-1.57E-06,5.68,,
3565,grandfather,-1.36E-06,5.68,,
3615,railroad,-1.30E-06,5.68,,
3683,opera,-1.22E-06,5.68,,
3910,trio,-9.64E-07,5.68,,
3923,oversee,-9.51E-07,5.68,,
4112,notoriety,-6.98E-07,5.68,,
4139,runner,-6.51E-07,5.68,,
4201,invite,-5.59E-07,5.68,,
4368,sustain,-2.88E-07,5.68,,
4566,resemblance,6.40E-08,5.68,,
4837,flow,6.86E-07,5.68,,
5003,magician,1.23E-06,5.68,,
5111,blockbuster,1.71E-06,5.68,,
5150,enormous,1.90E-06,5.68,,
5253,doorway,2.67E-06,5.68,,
5263,inception,2.84E-06,5.68,,
5268,prehistoric,2.86E-06,5.68,,
5407,fundraiser,4.78E-06,5.68,,
1153,hat,-4.10E-06,5.69,,
270,folder,-7.29E-06,5.7,,
580,democratic,-5.60E-06,5.7,,
663,regard,-5.28E-06,5.7,,
923,researcher,-4.55E-06,5.7,,
1201,accountable,-4.01E-06,5.7,,
1521,proceed,-3.52E-06,5.7,,
1638,activate,-3.38E-06,5.7,,
2208,pitcher,-2.71E-06,5.7,,
2377,people,-2.55E-06,5.7,,
2874,container,-2.06E-06,5.7,,
3167,dish,-1.79E-06,5.7,,
3181,forte,-1.77E-06,5.7,,
3257,legitimate,-1.69E-06,5.7,,
3310,concerto,-1.63E-06,5.7,,
3413,upper,-1.53E-06,5.7,,
3468,reflection,-1.46E-06,5.7,,
3597,chapter,-1.33E-06,5.7,,
3689,rice,-1.22E-06,5.7,,
3694,jungle,-1.21E-06,5.7,,
4074,patron,-7.61E-07,5.7,,
4211,yard,-5.38E-07,5.7,,
4276,host,-4.23E-07,5.7,,
4377,suitable,-2.69E-07,5.7,,
4793,odyssey,5.62E-07,5.7,,
4871,stature,7.91E-07,5.7,,
5008,flutter,1.24E-06,5.7,,
5202,fiery,2.29E-06,5.7,,
5244,whistle,2.59E-06,5.7,,
129,squirrel,-8.99E-06,5.71,,
489,circulation,-5.94E-06,5.71,,
742,elite,-5.02E-06,5.71,,
759,solidarity,-4.97E-06,5.71,,
974,sum,-4.46E-06,5.71,,
1183,respond,-4.06E-06,5.71,,
1853,penetrate,-3.11E-06,5.71,,
2088,persistent,-2.85E-06,5.71,,
2176,captain,-2.73E-06,5.71,,
2751,counselor,-2.18E-06,5.71,,
2861,cricket,-2.08E-06,5.71,,
2864,jar,-2.07E-06,5.71,,
3113,material,-1.84E-06,5.71,,
3183,title,-1.77E-06,5.71,,
3221,inn,-1.74E-06,5.71,,
3284,mix,-1.66E-06,5.71,,
3334,canal,-1.60E-06,5.71,,
3355,slide,-1.58E-06,5.71,,
3368,arrangement,-1.57E-06,5.71,,
3420,confirmation,-1.52E-06,5.71,,
3604,popular,-1.32E-06,5.71,,
3622,organization,-1.29E-06,5.71,,
4086,tourist,-7.41E-07,5.71,,
4366,ensure,-2.90E-07,5.71,,
4465,path,-1.03E-07,5.71,,
4506,sponsorship,-4.12E-08,5.71,,
4567,glance,6.58E-08,5.71,,
4818,telephone,6.31E-07,5.71,,
4986,starter,1.18E-06,5.71,,
469,coach,-6.07E-06,5.72,,
520,plane,-5.82E-06,5.72,,
1109,eighteen,-4.18E-06,5.72,,
1123,professor,-4.16E-06,5.72,,
1358,huge,-3.77E-06,5.72,,
1543,gather,-3.49E-06,5.72,,
1587,practice,-3.44E-06,5.72,,
1851,memorial,-3.11E-06,5.72,,
2050,north,-2.89E-06,5.72,,
2591,level,-2.32E-06,5.72,,
2707,master,-2.22E-06,5.72,,
3024,roll,-1.91E-06,5.72,,
3228,apartment,-1.73E-06,5.72,,
3388,west,-1.55E-06,5.72,,
3487,rock,-1.45E-06,5.72,,
4802,curl,5.84E-07,5.72,,
601,reality,-5.49E-06,5.73,,
644,icy,-5.36E-06,5.73,,
1013,handle,-4.37E-06,5.73,,
1907,guiding,-3.05E-06,5.73,,
1919,pass,-3.03E-06,5.73,,
2353,state,-2.57E-06,5.73,,
3100,hot,-1.85E-06,5.73,,
3572,field,-1.36E-06,5.73,,
3847,class,-1.04E-06,5.73,,
4551,rise,3.21E-08,5.73,,
4590,cater,1.19E-07,5.73,,
5319,nipple,3.34E-06,5.73,,
324,novel,-6.91E-06,5.74,,
403,storm,-6.46E-06,5.74,,
479,span,-5.99E-06,5.74,,
1132,civic,-4.15E-06,5.74,,
1270,lamp,-3.89E-06,5.74,,
1973,maker,-2.96E-06,5.74,,
2220,avenue,-2.70E-06,5.74,,
2304,prevention,-2.62E-06,5.74,,
2451,visa,-2.47E-06,5.74,,
2569,paint,-2.34E-06,5.74,,
2985,ultimate,-1.95E-06,5.74,,
3045,likelihood,-1.90E-06,5.74,,
3804,thunder,-1.09E-06,5.74,,
4240,daily,-4.70E-07,5.74,,
4254,preview,-4.45E-07,5.74,,
4406,flap,-2.22E-07,5.74,,
4457,provision,-1.18E-07,5.74,,
4531,roast,-1.03E-08,5.74,,
4700,ceramic,3.61E-07,5.74,,
4960,atom,1.09E-06,5.74,,
4966,framework,1.12E-06,5.74,,
5357,breed,3.81E-06,5.74,,
5386,veterinary,4.23E-06,5.74,,
5415,spotlight,5.11E-06,5.74,,
409,pediatric,-6.38E-06,5.75,,
428,parody,-6.23E-06,5.75,,
444,cello,-6.18E-06,5.75,,
690,intend,-5.21E-06,5.75,,
1165,niche,-4.09E-06,5.75,,
1228,arena,-3.98E-06,5.75,,
1380,compass,-3.74E-06,5.75,,
1539,emerge,-3.50E-06,5.75,,
1711,perpetual,-3.28E-06,5.75,,
1798,thrust,-3.17E-06,5.75,,
1928,direct,-3.03E-06,5.75,,
1939,chord,-3.01E-06,5.75,,
2428,ballroom,-2.49E-06,5.75,,
2610,presence,-2.30E-06,5.75,,
2918,official,-2.03E-06,5.75,,
3830,year,-1.06E-06,5.75,,
3875,chat,-1.02E-06,5.75,,
4106,gateway,-7.15E-07,5.75,,
4336,correspond,-3.28E-07,5.75,,
4436,gesture,-1.60E-07,5.75,,
4708,fable,3.78E-07,5.75,,
4944,embryo,1.05E-06,5.75,,
5325,anonymous,3.41E-06,5.75,,
421,confirm,-6.28E-06,5.76,,
2239,com,-2.67E-06,5.76,,
2283,racetrack,-2.64E-06,5.76,,
2337,identification,-2.58E-06,5.76,,
2352,disco,-2.57E-06,5.76,,
2604,small,-2.31E-06,5.76,,
2872,redesign,-2.06E-06,5.76,,
2910,voluntary,-2.04E-06,5.76,,
3087,lesbian,-1.86E-06,5.76,,
3176,impact,-1.78E-06,5.76,,
3251,simulate,-1.69E-06,5.76,,
3265,visible,-1.68E-06,5.76,,
3352,rely,-1.58E-06,5.76,,
3492,circle,-1.44E-06,5.76,,
3618,canoe,-1.30E-06,5.76,,
4395,sorcerer,-2.41E-07,5.76,,
4554,sample,4.20E-08,5.76,,
4776,optional,5.33E-07,5.76,,
5179,crust,2.09E-06,5.76,,
5350,symmetrical,3.71E-06,5.76,,
787,coverage,-4.91E-06,5.77,,
1133,location,-4.14E-06,5.77,,
2312,tech,-2.61E-06,5.77,,
2438,high,-2.48E-06,5.77,,
2443,fog,-2.48E-06,5.77,,
2560,word,-2.35E-06,5.77,,
3135,large,-1.82E-06,5.77,,
3786,exhibit,-1.11E-06,5.77,,
4673,botanical,2.88E-07,5.77,,
472,braid,-6.04E-06,5.78,,
815,shoe,-4.83E-06,5.78,,
1124,integrate,-4.16E-06,5.78,,
1832,advice,-3.13E-06,5.78,,
1906,hypothesis,-3.05E-06,5.78,,
2086,month,-2.86E-06,5.78,,
2146,note,-2.78E-06,5.78,,
2152,track,-2.78E-06,5.78,,
2214,skin,-2.70E-06,5.78,,
2564,group,-2.35E-06,5.78,,
2593,study,-2.32E-06,5.78,,
2705,double,-2.22E-06,5.78,,
4182,age,-5.84E-07,5.78,,
4266,ethical,-4.32E-07,5.78,,
4559,reach,4.88E-08,5.78,,
4659,dozen,2.55E-07,5.78,,
4813,prospect,6.03E-07,5.78,,
4867,discount,7.76E-07,5.78,,
4993,ore,1.21E-06,5.78,,
1142,ford,-4.12E-06,5.79,,
1413,furniture,-3.69E-06,5.79,,
2725,incense,-2.20E-06,5.79,,
3319,amp,-1.62E-06,5.79,,
3366,contents,-1.57E-06,5.79,,
3476,suggestion,-1.46E-06,5.79,,
3634,proceeds,-1.29E-06,5.79,,
3651,device,-1.26E-06,5.79,,
3654,tunic,-1.26E-06,5.79,,
3713,ranger,-1.19E-06,5.79,,
4151,nana,-6.30E-07,5.79,,
4627,interior,1.86E-07,5.79,,
4680,engineer,3.13E-07,5.79,,
4693,baseball,3.44E-07,5.79,,
4706,pottery,3.75E-07,5.79,,
5272,nun,2.88E-06,5.79,,
243,dice,-7.56E-06,5.8,,
756,venetian,-4.98E-06,5.8,,
829,finger,-4.76E-06,5.8,,
1068,stamp,-4.25E-06,5.8,,
1240,climate,-3.95E-06,5.8,,
1492,southwest,-3.56E-06,5.8,,
1810,patriot,-3.15E-06,5.8,,
2339,motion,-2.58E-06,5.8,,
2566,southeast,-2.34E-06,5.8,,
2738,cleaner,-2.19E-06,5.8,,
2743,depth,-2.19E-06,5.8,,
2788,arch,-2.14E-06,5.8,,
2967,civil,-1.97E-06,5.8,,
3370,seeds,-1.57E-06,5.8,,
3428,restoration,-1.51E-06,5.8,,
3550,newcomer,-1.37E-06,5.8,,
3815,treasury,-1.08E-06,5.8,,
4094,tomato,-7.32E-07,5.8,,
4361,apron,-2.98E-07,5.8,,
4910,marker,9.10E-07,5.8,,
5124,rocket,1.75E-06,5.8,,
799,perceive,-4.88E-06,5.81,,
1027,twin,-4.35E-06,5.81,,
1075,whale,-4.24E-06,5.81,,
1408,satire,-3.70E-06,5.81,,
2070,northwest,-2.88E-06,5.81,,
2393,unusual,-2.53E-06,5.81,,
2669,constructive,-2.26E-06,5.81,,
2988,introduction,-1.95E-06,5.81,,
3098,vocal,-1.86E-06,5.81,,
3195,commission,-1.76E-06,5.81,,
3269,gravity,-1.68E-06,5.81,,
3528,announcement,-1.39E-06,5.81,,
3566,involvement,-1.36E-06,5.81,,
3671,popularity,-1.24E-06,5.81,,
3829,bronze,-1.06E-06,5.81,,
3866,mobile,-1.03E-06,5.81,,
3940,map,-9.24E-07,5.81,,
4051,crab,-7.90E-07,5.81,,
4513,pot,-3.77E-08,5.81,,
4862,upward,7.63E-07,5.81,,
5195,debut,2.23E-06,5.81,,
5381,anytime,4.16E-06,5.81,,
732,sit,-5.06E-06,5.82,,
1122,monkey,-4.16E-06,5.82,,
1281,matter,-3.88E-06,5.82,,
2044,order,-2.90E-06,5.82,,
3349,assistance,-1.58E-06,5.82,,
3549,wood,-1.37E-06,5.82,,
4205,spiritual,-5.48E-07,5.82,,
4908,fried,9.06E-07,5.82,,
4971,novelty,1.12E-06,5.82,,
527,crew,-5.80E-06,5.83,,
1199,nobility,-4.02E-06,5.83,,
2935,chief,-2.00E-06,5.83,,
3410,scientist,-1.53E-06,5.83,,
3914,pendant,-9.57E-07,5.83,,
4580,bunch,9.89E-08,5.83,,
4742,join,4.46E-07,5.83,,
4832,erotic,6.68E-07,5.83,,
4884,excursion,8.33E-07,5.83,,
5345,swift,3.65E-06,5.83,,
96,gym,-9.57E-06,5.84,,
555,shining,-5.69E-06,5.84,,
1315,relevant,-3.83E-06,5.84,,
1324,lion,-3.82E-06,5.84,,
1488,metropolitan,-3.57E-06,5.84,,
1530,sequence,-3.51E-06,5.84,,
1663,assess,-3.35E-06,5.84,,
1852,trustee,-3.11E-06,5.84,,
2565,cue,-2.35E-06,5.84,,
2618,boy,-2.30E-06,5.84,,
2686,identity,-2.24E-06,5.84,,
3093,soccer,-1.86E-06,5.84,,
3232,vital,-1.72E-06,5.84,,
3294,instant,-1.65E-06,5.84,,
3390,navigation,-1.54E-06,5.84,,
3649,skyscraper,-1.26E-06,5.84,,
3735,vault,-1.16E-06,5.84,,
3779,leather,-1.11E-06,5.84,,
4133,proposition,-6.58E-07,5.84,,
4823,alpine,6.49E-07,5.84,,
5060,relation,1.50E-06,5.84,,
5336,marvel,3.55E-06,5.84,,
5435,adapt,6.46E-06,5.84,,
55,knit,-1.09E-05,5.85,,
407,commit,-6.39E-06,5.85,,
770,quote,-4.94E-06,5.85,,
1200,resolve,-4.02E-06,5.85,,
1463,union,-3.61E-06,5.85,,
1499,immediate,-3.55E-06,5.85,,
1794,contest,-3.18E-06,5.85,,
1858,amend,-3.11E-06,5.85,,
2379,native,-2.55E-06,5.85,,
2421,housing,-2.49E-06,5.85,,
2431,rejoin,-2.48E-06,5.85,,
2478,ownership,-2.45E-06,5.85,,
2718,heating,-2.21E-06,5.85,,
2905,attain,-2.04E-06,5.85,,
3131,update,-1.82E-06,5.85,,
3184,wine,-1.77E-06,5.85,,
3190,habitat,-1.76E-06,5.85,,
3253,request,-1.69E-06,5.85,,
3515,suburban,-1.41E-06,5.85,,
