,Word,Distil,Bert,Gold,Frequency,Mean Star,FFN,avg(vad_eb.V),avg(vad_eb.V > 3)
261,exploitation,-6.103701551810058e-06,-1.16e-05,2.89,2,2.5,2.6067647999999997,2.5,0.0
262,rear,-6.102493216801908e-06,-4.82e-06,4.68,4,2.925,2.955741,3.0333330000000003,0.3333
263,semi,-6.090473071325431e-06,-3.24e-06,5.57,3,2.833333333333333,2.8544855,2.75,0.0
264,tide,-6.078510434153206e-06,6.620000000000001e-07,6.55,2,2.845,2.8979146,2.845,0.5
265,harm,-6.0699717312314725e-06,-4.54e-06,1.91,8,2.5975,2.6064439999999998,2.64,0.0
266,exhaustion,-6.064773092210689e-06,-7.28e-06,3.21,1,2.14,2.6064439999999998,2.14,0.0
267,daughter,-6.042901004508355e-06,-8.96e-06,6.73,2,2.5,3.3187608999999996,2.5,0.0
268,cheese,-6.040598137691363e-06,1.48e-06,6.81,3,3.08,3.3097557999999996,2.92,0.5
269,procedure,-6.038858959718043e-06,-1.21e-06,4.28,2,2.75,2.9670742000000003,2.75,0.0
270,gang,-6.034815809433588e-06,-5.92e-06,2.71,6,2.876666666666667,2.606713,2.74,0.0
271,impossible,-6.033801467073267e-06,-4.68e-06,3.5,12,2.7300000000000004,2.6067002,2.73,0.0
272,moan,-6.027974058212626e-06,-7.43e-06,4.05,2,2.125,2.6064439999999998,2.125,0.0
273,undead,-6.007654892843661e-06,-3.85e-06,3.64,1,2.9,2.6064439999999998,2.9,0.0
274,illusion,-6.005090173831649e-06,-4.87e-06,5.16,3,2.733333333333333,2.6069715,2.733333,0.0
275,vein,-6.003578493940046e-06,-8.86e-06,5.11,2,2.65,2.9463573,3.0,0.0
276,perception,-6.003337539912483e-06,-9.5e-06,6.05,1,2.7,2.7032716,2.7,0.0
277,beta,-5.990857629192671e-06,-2.34e-06,5.55,3,2.7,3.0644145000000003,2.45,0.0
278,ebony,-5.976657269863665e-06,-9.08e-07,6.14,1,2.33,3.1178536,2.33,0.0
279,reasoning,-5.965521441754496e-06,1.95e-07,6.25,2,3.05,2.624529,3.05,0.5
280,jail,-5.950669143840633e-06,-6.29e-06,1.91,7,2.5614285714285714,2.6064439999999998,2.538333,0.0
281,nemesis,-5.943261368886178e-06,-2.67e-07,2.44,1,2.37,2.6090145000000002,2.37,0.0
282,noisy,-5.937854329519006e-06,-2.73e-06,3.21,1,2.8,2.6064439999999998,2.8,0.0
283,sad,-5.9353609789846195e-06,-9.47e-06,2.1,10,2.369,2.6064439999999998,2.202,0.0
284,wet,-5.934688993888826e-06,-1.86e-06,5.64,2,2.0,2.6262124,2.0,0.0
285,approve,-5.934542273923944e-06,-7.890000000000002e-07,7.0,2,2.65,3.0245452,2.5,0.0
286,muster,-5.9254663882565145e-06,-4.52e-06,4.67,1,2.44,2.6755834,2.44,0.0
287,useless,-5.921502852802504e-06,-6.16e-06,2.8,5,2.6700000000000004,2.6064439999999998,2.67,0.2
288,managerial,-5.911545223229637e-06,-2.02e-06,4.5,1,3.0,2.7575111,3.0,0.0
289,strain,-5.9112543452690316e-06,-1.97e-06,3.71,1,2.0,2.6158504000000002,2.0,0.0
290,terrorist,-5.9053144776714616e-06,-6.93e-06,2.35,11,2.6009090909090906,2.6064439999999998,2.571,0.0
291,hostile,-5.887742811923798e-06,-8.2e-06,2.35,1,2.7,2.6064439999999998,2.7,0.0
292,arise,-5.8822814897717636e-06,-7.45e-06,6.17,6,2.943333333333334,2.699729,2.943333,0.3333
293,victim,-5.881448240936672e-06,-6.46e-06,2.05,4,2.655,2.6064439999999998,2.64,0.0
294,purge,-5.88038723222407e-06,-1.04e-06,3.61,3,2.69,2.6064439999999998,2.585,0.0
295,embarrassed,-5.872151499517536e-06,-7.43e-06,3.51,3,2.483333333333334,2.6064439999999998,2.483333,0.0
296,frantic,-5.864164342560495e-06,-3.25e-06,3.79,2,2.55,2.6064439999999998,2.55,0.0
297,expedition,-5.8630744069592304e-06,-4.84e-06,6.53,2,2.6,3.0408459,2.6,0.0
298,remedy,-5.85908421556434e-06,-1.59e-06,6.62,2,3.0,2.6201608,3.0,0.5
299,occupy,-5.858766495632957e-06,-4.41e-07,4.86,1,2.54,2.7297990000000003,2.54,0.0
300,sewage,-5.85428738593693e-06,-3.01e-06,2.33,2,2.45,2.6064439999999998,2.45,0.0
301,alternative,-5.852037768715872e-06,-1.24e-06,5.33,2,2.85,2.978141,2.85,0.0
302,prosecutor,-5.847132612383604e-06,-5.7999999999999995e-06,3.55,5,2.6580000000000004,2.6070857000000003,2.5533330000000003,0.0
303,incorrect,-5.834860190969465e-06,-7.04e-06,3.09,3,2.833333333333333,2.6064439999999998,2.833333,0.0
304,print,-5.831412770289523e-06,-4.87e-06,5.65,3,2.8000000000000003,3.2058606,2.8,0.0
305,abuse,-5.830776325129253e-06,-7.51e-06,1.53,16,2.68625,2.6064439999999998,2.68625,0.125
306,terrible,-5.82685617274888e-06,-4.68e-06,2.1,1,2.33,2.6064439999999998,2.33,0.0
307,exempt,-5.823502268108756e-06,-5.9e-06,4.84,1,2.88,2.6462462,2.88,0.0
308,sentencing,-5.820872685103421e-06,-1.27e-06,3.61,2,2.65,2.6064439999999998,2.9,0.0
309,suicide,-5.812368197013104e-06,-7.63e-06,1.58,2,2.2350000000000003,2.6064439999999998,2.37,0.0
310,tolerant,-5.810277777097233e-06,-4.09e-06,5.9,2,2.5,3.1853197,2.5,0.0
311,photographer,-5.8068785460832804e-06,-4.56e-06,6.71,3,2.6666666666666665,3.5089222999999996,2.666667,0.3333
312,framework,-5.796026747419136e-06,1.12e-06,5.74,1,2.9,3.080104,2.9,0.0
313,acceptable,-5.7951368629844775e-06,-5.84e-06,6.59,2,2.74,2.6273415,2.74,0.0
314,ordnance,-5.794710795046603e-06,2e-07,4.52,1,3.0,2.6081016,3.0,0.0
315,impatient,-5.7928564698439536e-06,-1.16e-06,3.53,1,2.88,2.6064439999999998,2.88,0.0
316,worried,-5.792349784018712e-06,-8.79e-06,3.27,2,2.65,2.6064439999999998,2.65,0.0
317,fried,-5.78665324326109e-06,9.06e-07,5.82,2,3.1,2.60702,3.1,0.5
318,cattle,-5.777015060733543e-06,-1.17e-06,5.42,1,3.0,2.6073383999999997,3.0,0.0
319,ragged,-5.770736749104668e-06,-2.27e-06,4.2,6,2.916666666666666,2.6064439999999998,3.0,0.0
320,teacher,-5.767587247881767e-06,-6.74e-06,7.37,6,2.545,2.8727907999999998,2.49,0.3333
321,crushed,-5.7675756384492176e-06,-8.74e-06,2.87,2,2.5,2.6064439999999998,2.5,0.0
322,confusing,-5.7616562906560404e-06,-1.17e-06,3.0,1,2.88,2.6064439999999998,2.88,0.0
323,storm,-5.761265347395516e-06,-6.46e-06,5.74,12,2.620833333333333,2.6064439999999998,2.620833,0.1667
324,squadron,-5.7517205028246674e-06,-2.43e-06,4.4,1,2.43,3.0885766,2.43,0.0
325,bout,-5.74762344550626e-06,-1.66e-06,3.9,1,2.9,2.6740322,2.9,0.0
326,sulfur,-5.746794632215112e-06,-1.87e-06,4.5,2,3.2,2.8078334,3.2,0.5
327,alley,-5.739149735484383e-06,-4.24e-06,4.17,7,2.6785714285714284,3.150202,2.585,0.0
328,warn,-5.738036730922047e-06,-6.66e-06,4.9,4,2.285,2.6064439999999998,2.285,0.0
329,rejection,-5.737806936601901e-06,-2.08e-06,2.6,1,2.88,2.6064439999999998,2.88,0.0
330,nursery,-5.728813325844156e-06,6.970000000000001e-07,6.1,2,3.0,3.3281975,3.0,0.0
331,inadequate,-5.72618241133129e-06,-3.25e-06,2.57,2,2.89,2.6064439999999998,2.89,0.0
332,incomplete,-5.72109282067033e-06,-2.21e-06,3.55,3,2.776666666666667,2.6064439999999998,2.7766669999999998,0.0
333,skeptical,-5.704869076190536e-06,-6.47e-06,3.58,2,2.675,3.1399169999999996,2.675,0.0
334,absolute,-5.7034668719258e-06,-3.89e-06,5.43,2,2.6950000000000003,2.9701717,2.695,0.0
335,blade,-5.6956447371641255e-06,-8.81e-06,3.9,2,2.81,2.8768947,2.81,0.0
336,trash,-5.688760766300942e-06,-4.87e-06,2.74,4,2.95,2.6064439999999998,2.8666669999999996,0.0
337,sorry,-5.6760461589906765e-06,-8.96e-06,4.81,18,2.4227777777777777,2.6064439999999998,2.422778,0.0
338,error,-5.66517529508785e-06,-6.15e-06,3.36,3,2.526666666666667,2.6064439999999998,2.5266669999999998,0.0
339,preliminary,-5.663390825257654e-06,7.540000000000002e-07,4.73,1,3.2,2.9589453,3.2,1.0
340,curb,-5.662655794343625e-06,1.09e-07,4.65,1,2.6,2.6315779999999998,2.6,0.0
341,disaster,-5.6532842189537064e-06,-4.52e-06,1.71,4,2.6,2.6064439999999998,2.6,0.25
342,expulsion,-5.650029090998691e-06,-2.3e-06,2.52,2,2.74,2.6064439999999998,2.74,0.0
343,disclosure,-5.64419212520503e-06,-6.71e-06,4.71,4,2.6925,2.8508875,2.59,0.0
344,bomb,-5.63465511556374e-06,-3.33e-06,2.47,21,2.6795238095238094,2.6064439999999998,2.7247369999999997,0.1053
345,propaganda,-5.626531934292009e-06,-6.51e-06,3.36,8,2.5087500000000005,2.6064439999999998,2.50875,0.0
346,enemy,-5.6226650016431385e-06,-3.38e-06,2.22,1,2.5,2.6064439999999998,2.5,0.0
347,twitch,-5.610022790358364e-06,-5.37e-06,4.26,1,3.14,2.6070057999999996,3.14,1.0
348,rampant,-5.601276764105889e-06,-4.27e-06,4.4,2,3.1100000000000003,2.6064439999999998,3.11,1.0
349,termination,-5.599877187216033e-06,-2.78e-06,2.95,1,2.88,2.6064439999999998,2.88,0.0
350,blur,-5.598028543767064e-06,-5.54e-06,4.45,4,2.4525,2.6065958,2.536667,0.0
351,slug,-5.596844998841226e-06,-4.76e-06,3.16,2,2.6100000000000003,2.6069674,2.1,0.0
352,unaware,-5.596358422195931e-06,2.02e-06,3.89,1,3.0,2.6064439999999998,3.0,0.0
353,neck,-5.5924375635484725e-06,-5.18e-06,5.44,12,2.5283333333333338,2.6064439999999998,2.5283330000000004,0.0833
354,decline,-5.591768018585795e-06,-8.08e-06,3.19,7,2.61,2.6064439999999998,2.61,0.1429
355,varying,-5.5681465650862325e-06,3.15e-06,5.35,1,2.8,3.0261981,2.8,0.0
356,mandate,-5.565504404890355e-06,-5.11e-06,3.76,3,2.9333333333333336,2.955637,2.933333,0.3333
357,labor,-5.5598324567511485e-06,-3.28e-06,4.74,10,2.79,3.097666,2.78,0.0
358,radical,-5.54170958080926e-06,-4.38e-06,4.36,8,2.74,2.857007,2.77,0.0
359,danger,-5.530252523264338e-06,-5.28e-06,2.66,10,2.7829999999999995,2.6064439999999998,2.783,0.1
360,humanity,-5.521605262500144e-06,-4.29e-06,6.78,4,2.8750000000000004,2.7271512,2.875,0.25
361,crypt,-5.5207234119202435e-06,-3.18e-06,2.67,2,2.7,2.8415852000000004,2.4,0.0
362,goddamn,-5.519383740826278e-06,-4.79e-07,3.81,2,2.25,2.6064439999999998,2.2,0.0
363,eminent,-5.515785129634836e-06,-2.22e-06,5.58,3,2.74,3.1612692000000004,2.74,0.0
364,evil,-5.515552012883816e-06,-7.28e-06,2.34,2,2.845,2.6064439999999998,3.12,1.0
365,paw,-5.51432501579308e-06,-4.76e-06,5.43,3,2.6300000000000003,3.0489094,2.75,0.0
366,unfortunate,-5.506210051258053e-06,-8.81e-06,3.33,3,2.523333333333333,2.6064439999999998,2.523333,0.0
367,voltage,-5.504654520667914e-06,-1.5199999999999998e-07,4.96,1,3.1,2.8382666000000003,3.1,1.0
368,restrict,-5.504244589582309e-06,-5.41e-06,3.48,1,2.7,2.6555169,2.7,0.0
369,conspiracy,-5.498090583392996e-06,-2.68e-06,3.42,6,2.9466666666666668,2.6064439999999998,2.9466669999999997,0.1667
370,cocaine,-5.489063476007452e-06,-5.08e-06,3.05,2,2.75,2.7243462000000003,3.0,0.0
371,concentrate,-5.4862356900411274e-06,-8.629999999999998e-07,6.46,4,2.9825,2.7529402000000003,2.976667,0.6667
372,blow,-5.472989412776362e-06,-5.38e-06,6.1,5,2.5460000000000003,2.6064439999999998,2.546,0.0
373,buddy,-5.472087770290457e-06,-3.09e-06,7.41,2,2.75,3.3979015,2.75,0.0
374,burden,-5.466509067571235e-06,-4.89e-06,3.05,5,2.7460000000000004,2.6064439999999998,2.7325,0.0
375,airplane,-5.460610899620777e-06,-3.83e-06,5.25,1,2.89,3.0275673999999997,2.89,0.0
376,troubled,-5.45935433433666e-06,-8.28e-06,3.11,6,2.7916666666666665,2.6064439999999998,2.791667,0.0
377,obsession,-5.449219713442619e-06,-2.93e-06,4.38,3,2.936666666666667,2.7053497,2.936667,0.3333
378,drug,-5.4462111305624536e-06,-5.12e-06,4.11,27,2.726296296296297,2.6788125,2.7604,0.24
379,nitrogen,-5.442741759833132e-06,-5.15e-06,4.6,1,2.8,2.9818206000000003,2.8,0.0
380,jealous,-5.431896094978354e-06,-7.77e-06,2.38,4,2.3925,2.6659935000000003,2.356667,0.0
381,ridiculous,-5.426233508994954e-06,-8.07e-06,3.67,6,2.568333333333333,2.6064439999999998,2.556,0.0
382,lair,-5.4230445626773935e-06,-7.28e-06,5.0,1,2.82,2.614937,2.82,0.0
383,violence,-5.41515716185231e-06,-4.79e-06,2.71,23,2.64,2.6064439999999998,2.64,0.0
384,disabled,-5.414620172121872e-06,-4.37e-06,2.7,1,3.09,2.6064439999999998,3.09,1.0
385,compensation,-5.408035751490459e-06,-4.56e-07,6.55,1,3.0,2.606798,3.0,0.0
386,attack,-5.402579123751288e-06,-6.97e-06,2.0,27,2.638148148148148,2.6064439999999998,2.638148,0.1481
387,literary,-5.386911778341649e-06,-6.2e-06,5.95,8,2.7275,3.3409197,2.7275,0.125
388,restricted,-5.384827606808955e-06,-6.93e-06,3.83,1,3.0,2.624771,3.0,0.0
389,birch,-5.379473256147033e-06,3.09e-06,6.53,1,3.14,2.9865817999999997,3.14,1.0
390,destroy,-5.372572085695961e-06,-6.18e-06,2.67,2,2.645,2.6064439999999998,2.645,0.5
391,daylight,-5.3707287361130325e-06,1.83e-06,6.95,1,2.4,2.6567202,2.4,0.0
392,cry,-5.363895951903506e-06,-5.26e-06,3.22,7,2.4442857142857144,2.6064439999999998,2.476667,0.1667
393,garbage,-5.361774294074482e-06,-3.48e-06,2.88,2,3.055,2.6064439999999998,3.055,0.5
394,psychiatric,-5.359045516813617e-06,-1.15e-05,3.32,1,3.0,2.6065521,3.0,0.0
395,cartel,-5.356972858558868e-06,-2.86e-06,3.7,4,2.805,2.6064439999999998,2.805,0.25
396,gag,-5.356559664479454e-06,-2.41e-06,4.43,1,3.0,2.6066587,3.0,0.0
397,gleaming,-5.351786407834576e-06,-5.73e-06,6.22,3,2.7133333333333334,4.018230399999999,2.713333,0.0
398,span,-5.345310017603373e-06,-5.99e-06,5.74,2,2.65,2.9846146,3.0,0.0
399,contractor,-5.342434382731945e-06,-5.41e-06,4.7,2,2.895,2.6401513,2.895,0.0
400,conquest,-5.34180905370496e-06,-6.230000000000001e-08,5.9,1,2.9,2.9532237,2.9,0.0
401,apple,-5.338694037425495e-06,-1.6e-06,6.62,13,2.79,3.0820458,2.7875,0.1667
402,appointment,-5.337146778520407e-06,-8.58e-06,4.43,2,2.9,3.0977435,2.9,0.0
403,annoyed,-5.333173010380055e-06,-3.32e-06,2.8,1,2.44,2.6064439999999998,2.44,0.0
404,appalled,-5.328071511175499e-06,-1.36e-05,3.62,1,2.2,2.6064439999999998,2.2,0.0
405,destructive,-5.327339833414875e-06,-3.29e-06,3.11,4,3.04,2.6064439999999998,3.04,0.75
406,fabrication,-5.3177481801891516e-06,-2.13e-06,4.0,1,2.91,2.9410925,2.91,0.0
407,wing,-5.3152155149002415e-06,-4.55e-06,6.15,3,2.833333333333333,2.9971333,3.2,1.0
408,barrage,-5.310580383555141e-06,-1.65e-05,4.24,1,2.5,2.6064439999999998,2.5,0.0
409,doctorate,-5.310196612049826e-06,-4.54e-06,5.95,1,3.0,3.0402682,3.0,0.0
410,awful,-5.296882357517611e-06,-1.26e-05,2.28,2,2.555,2.6064439999999998,2.2,0.0
411,rumor,-5.2917592219444325e-06,-3.86e-06,3.14,1,2.9,2.6153459999999997,2.9,0.0
412,lend,-5.29103586530133e-06,2.17e-07,4.95,1,3.14,3.3136902000000004,3.14,1.0
413,crisis,-5.27891232465821e-06,-7.32e-06,2.05,7,2.7857142857142856,2.6064439999999998,2.785714,0.1429
414,morale,-5.276121603952262e-06,-4.51e-06,5.95,1,2.44,2.6064541,2.44,0.0
415,fucking,-5.2695298281187535e-06,-9.83e-06,5.09,2,2.55,2.6064439999999998,2.55,0.0
416,smoke,-5.266503471620017e-06,-1.94e-06,3.44,4,2.9625000000000004,2.6160188,3.0,0.5
417,undercover,-5.2649716999614285e-06,-8.78e-06,5.58,1,2.64,2.9013872000000003,2.64,0.0
418,bizarre,-5.261806864080412e-06,-1.81e-06,4.41,3,2.5766666666666667,2.6064439999999998,2.576667,0.0
419,empty,-5.2594750810466435e-06,-7.69e-06,3.78,11,2.5827272727272725,2.6064439999999998,2.582727,0.0909
420,ugly,-5.255155325296959e-06,-6.94e-06,2.47,6,2.56,2.6064439999999998,2.56,0.1667
421,difficult,-5.25430046293109e-06,-3.04e-06,3.78,17,2.7635294117647056,2.6080236,2.763529,0.0588
422,samba,-5.253159677874135e-06,-6.38e-06,5.95,1,2.5,3.1138291000000002,2.5,0.0
423,lyrics,-5.252911306090636e-06,-9e-08,6.42,2,3.05,2.9169836,3.05,0.5
424,shape,-5.2507334145791154e-06,-5.14e-06,5.41,4,2.76,3.2090568999999998,2.76,0.0
425,brow,-5.250327486385085e-06,-5.63e-06,5.11,3,2.533333333333333,2.9460196,2.5333330000000003,0.0
426,accuse,-5.248575457240636e-06,-4.22e-06,2.68,3,2.8766666666666665,2.6064439999999998,2.765,0.0
427,bunker,-5.232075431798228e-06,1.84e-07,4.7,2,2.95,2.606879,2.95,0.0
428,root,-5.230825577632753e-06,-2.21e-06,5.33,4,2.6625,2.6425946,2.7,0.0
429,muted,-5.218068057708895e-06,-9.9e-06,3.63,1,2.71,2.6064439999999998,2.71,0.0
430,reject,-5.216054390124366e-06,-3.94e-06,2.95,1,2.8,2.6078200000000002,2.8,0.0
431,crude,-5.214297400893755e-06,-4.1e-06,3.24,2,2.65,2.6064439999999998,3.0,0.0
432,corruption,-5.2074309743303685e-06,-5.72e-06,3.0,5,2.428,2.6064439999999998,2.4,0.0
433,darling,-5.205590845362243e-06,5.24e-06,7.32,1,3.44,3.9902177000000005,3.44,1.0
434,billionaire,-5.20440068719578e-06,-4.13e-06,6.0,1,3.0,2.6807008,3.0,0.0
435,objection,-5.20376955782884e-06,-4.7e-06,3.83,1,3.0,2.6155342999999998,3.0,0.0
436,weak,-5.198562889615657e-06,-6.31e-06,2.95,6,2.723333333333333,2.6064439999999998,2.713333,0.3333
437,slavery,-5.196958903645282e-06,-1.32e-05,2.0,1,2.6,2.6074822,2.6,0.0
438,roof,-5.193295499531653e-06,-1.54e-08,4.48,2,3.0,3.2385237,3.0,0.0
439,rite,-5.189056283309384e-06,-3.29e-06,5.58,1,2.56,3.1196046,2.56,0.0
440,capitalism,-5.18834411436828e-06,-3.36e-06,3.62,3,2.8000000000000003,2.7678127,2.8,0.0
441,intelligence,-5.187080176696317e-06,-2.21e-06,7.65,5,2.962,3.0098827,2.962,0.6
442,poisonous,-5.182330314222143e-06,-4e-06,2.52,1,2.5,2.6064439999999998,2.5,0.0
443,refusal,-5.1786692228152536e-06,-5.89e-06,2.95,2,2.665,2.6064439999999998,2.665,0.0
444,truce,-5.174504596888729e-06,-4.32e-06,6.42,1,2.4,2.6293514,2.4,0.0
445,strand,-5.173207944630942e-06,-6.03e-06,5.0,2,2.8150000000000004,3.01094,2.815,0.5
446,frightening,-5.169479678678035e-06,-1.15e-05,2.58,1,3.0,2.6064439999999998,3.0,0.0
447,titanium,-5.1682770891304155e-06,-4.94e-06,5.26,1,3.22,3.0368418999999998,3.22,1.0
448,justify,-5.16727890981517e-06,-4.76e-06,6.17,2,2.9,2.6067524,2.8,0.0
449,economics,-5.166704736666906e-06,-5.86e-06,5.2,1,2.8,2.9454167,2.8,0.0
450,overwhelming,-5.164897311153253e-06,-6.58e-06,3.89,3,2.6333333333333333,2.6421318,2.6333330000000004,0.0
451,symbolic,-5.163953289523289e-06,-2.51e-06,6.48,1,2.8,3.0065307999999997,2.8,0.0
452,adrenaline,-5.1493591227824475e-06,-3.85e-06,6.61,1,2.9,3.1980822,2.9,0.0
453,lawyer,-5.147726739298855e-06,-4.53e-06,3.94,4,2.775,2.6110442000000003,2.775,0.0
454,destruction,-5.133413225114938e-06,-4.51e-06,2.53,9,2.8366666666666664,2.6064439999999998,2.836667,0.1111
455,buster,-5.1325797974908286e-06,-2.73e-06,4.59,1,2.6,2.6510594,2.6,0.0
456,ashamed,-5.1315432522270486e-06,-1.54e-06,2.52,3,2.9233333333333333,2.6064439999999998,2.923333,0.3333
457,survivor,-5.126657718550531e-06,-2.76e-06,6.68,6,2.805,2.606811,2.805,0.1667
458,knife,-5.12134626922853e-06,-2.94e-06,4.33,7,2.771428571428572,2.6064439999999998,2.771429,0.2857
459,imprisonment,-5.118918148870148e-06,-2.29e-06,3.1,1,2.78,2.6064439999999998,2.78,0.0
460,cancel,-5.117897424686297e-06,-1.02e-05,3.61,4,2.475,2.6064439999999998,2.65,0.0
461,shooter,-5.113025404825111e-06,-1.28e-05,3.7,1,2.29,2.6064439999999998,2.29,0.0
462,vent,-5.111740978302794e-06,-3.79e-06,5.0,1,2.7,2.6064439999999998,2.7,0.0
463,civilian,-5.101702350819118e-06,-1.11e-06,5.48,2,2.93,2.6064439999999998,2.93,0.0
464,collapse,-5.100731992336895e-06,-9.95e-06,3.37,5,2.404,2.6064439999999998,2.404,0.0
465,cancellation,-5.0972586643355244e-06,-6.71e-06,3.74,2,2.515,2.6064439999999998,2.43,0.0
466,divorce,-5.090612354818891e-06,-1.07e-05,2.49,1,1.9,2.6079938,1.9,0.0
467,frontal,-5.086804502317984e-06,-1.47e-06,5.95,1,2.86,2.7221122,2.86,0.0
468,shoot,-5.086347933562102e-06,-3.2e-06,3.5,14,2.8285714285714283,2.6173482000000003,3.25,0.5
469,plot,-5.084838785905072e-06,-3.16e-06,4.9,11,2.6245454545454545,2.6164236,2.624545,0.0
470,intend,-5.081802562365474e-06,-5.21e-06,5.75,2,2.905,2.7024477000000005,2.905,0.5
471,costly,-5.079411253425331e-06,-6.95e-06,3.0,4,2.6925,2.6064439999999998,2.6925,0.0
472,powerless,-5.074999893134313e-06,-5.51e-07,2.9,1,2.91,2.6064439999999998,2.91,0.0
473,rigid,-5.0725839661388185e-06,-2.25e-06,3.47,1,2.9,2.6187513,2.9,0.0
474,imminent,-5.070947762531031e-06,-6.66e-06,5.25,1,2.5,2.6064439999999998,2.5,0.0
475,infant,-5.063704606291889e-06,-7.000000000000001e-06,6.65,2,2.9000000000000004,2.7006526,2.6,0.0
476,deny,-5.0576021248149306e-06,-5.7000000000000005e-06,3.81,2,2.655,2.6067848,2.655,0.0
477,immediate,-5.048568548974848e-06,-3.55e-06,5.85,6,2.81,2.675934,2.81,0.1667
478,sick,-5.0387011376978306e-06,-6.29e-06,2.29,7,2.668571428571428,2.6064439999999998,2.7166669999999997,0.1667
479,dangerous,-5.036427863129332e-06,-6.88e-06,2.33,12,2.74,2.6064439999999998,2.74,0.0833
480,chopper,-5.033366479806346e-06,-8.59e-06,5.05,2,2.665,2.7316785,2.665,0.0
481,candy,-5.033147251097085e-06,-8.05e-06,7.27,1,2.44,3.7072983,2.44,0.0
482,finger,-5.030846231708515e-06,-4.76e-06,5.8,5,2.6740000000000004,2.6199436,2.753333,0.3333
483,raw,-5.02951877991963e-06,-3.68e-06,4.37,2,3.1,2.7232447,3.1,0.5
484,mad,-5.028218103848587e-06,-5.64e-06,2.47,4,2.875,2.6064439999999998,2.875,0.25
485,crap,-5.0220825088230494e-06,-4.36e-06,3.44,4,2.775,2.6064439999999998,2.2,0.0
486,ladder,-5.0193087601235744e-06,1.34e-06,5.32,1,3.2,2.9611957,3.2,1.0
487,consolidated,-5.010673396810272e-06,-2.35e-06,4.5,2,2.9450000000000003,2.9302092,2.945,0.0
488,density,-5.008738628332898e-06,-3.13e-06,5.15,1,3.0,2.997208,3.0,0.0
489,shake,-5.008421437801708e-06,-2.94e-06,4.59,5,3.088,2.6064439999999998,3.088,0.4
490,dealer,-5.005827701752426e-06,-2.22e-06,4.18,8,2.890000000000001,2.7849817000000003,2.89,0.25
491,marriage,-5.003828073325717e-06,-4.88e-06,7.56,1,2.5,3.380046,2.5,0.0
492,trafficking,-4.99499669281515e-06,-6.79e-06,2.55,1,2.75,2.6297772,2.75,0.0
493,exodus,-4.992412934404222e-06,-2.2e-06,4.63,1,3.14,2.6064439999999998,3.14,1.0
494,hell,-4.991458107102122e-06,-9.48e-06,2.55,9,2.4533333333333336,2.6064439999999998,2.453333,0.1111
495,fraud,-4.989934932547657e-06,-4.25e-06,2.05,3,2.7433333333333336,2.6064439999999998,2.7433330000000002,0.0
496,ambush,-4.981271245583831e-06,-1.1e-05,3.17,1,2.43,2.6064439999999998,2.43,0.0
497,blame,-4.979315981579114e-06,-8.08e-06,2.94,3,2.6333333333333333,2.6064439999999998,2.6,0.0
498,rally,-4.967819824747819e-06,-5.74e-06,4.71,14,2.7471428571428573,2.870504,2.747143,0.2143
499,renowned,-4.967534639436129e-06,3.13e-06,6.0,1,3.0,3.907003,3.0,0.0
500,cage,-4.96656520586336e-06,-7.66e-06,3.11,1,3.0,2.6589217,3.0,0.0
501,civil,-4.966413182821058e-06,-1.97e-06,5.8,5,2.8819999999999997,2.8117919999999996,2.882,0.2
502,compromise,-4.96469999763475e-06,-2.86e-06,5.62,2,2.965,2.6355975,2.965,0.5
503,fire,-4.964079480599763e-06,-6.96e-06,4.32,24,2.4770833333333333,2.6064439999999998,2.4295240000000002,0.0
504,knock,-4.961925913455562e-06,-1.96e-06,5.44,3,2.77,2.6083937,2.555,0.0
505,mineral,-4.951746924638604e-06,4.04e-07,6.05,1,2.86,3.0688376,2.86,0.0
506,poor,-4.9473654731369795e-06,-5.72e-06,3.67,22,2.711818181818182,2.6064439999999998,2.711818,0.2273
507,backdrop,-4.947193404774192e-06,-5.19e-06,5.45,1,2.71,3.5754672999999997,2.71,0.0
508,warning,-4.944441005932834e-06,-4.64e-06,3.48,8,2.70875,2.6064439999999998,2.70875,0.0
509,aspect,-4.9407620951047666e-06,-1.78e-06,4.89,3,2.623333333333333,3.1344562000000002,2.623333,0.3333
510,horrible,-4.936514728772166e-06,-4.49e-06,2.33,5,2.616,2.6064439999999998,2.616,0.2
511,forces,-4.9250084475706775e-06,-5.38e-06,5.58,14,2.8721428571428573,2.6072075,2.862308,0.3077
512,sacrifice,-4.923649519541587e-06,-4.68e-06,4.76,2,2.505,2.6516537999999996,2.505,0.0
513,illness,-4.9229743757722815e-06,-3.92e-06,1.95,7,2.9857142857142858,2.6064439999999998,2.9857139999999998,0.2857
514,critic,-4.922741421882019e-06,-7.29e-06,4.1,3,2.893333333333333,2.6071432,3.1,1.0
515,parody,-4.921964521398259e-06,-6.23e-06,5.75,1,2.9,2.647313,2.9,0.0
516,teammate,-4.920759662384774e-06,-3.17e-06,6.2,2,2.6,3.2638621,3.0,0.0
517,liable,-4.9176186776763355e-06,-1.69e-06,4.0,1,3.2,2.6064439999999998,3.2,1.0
518,crime,-4.9167138120129795e-06,-4.57e-06,1.95,16,2.62875,2.6064439999999998,2.644,0.0
519,violent,-4.91323583627725e-06,-6.03e-06,2.26,12,2.7725000000000004,2.6064439999999998,2.741818,0.1818
