,Word,Value,V.Mean.Sum
635,blow,-5.378716488543764e-06,6.1
636,fray,-5.376382943465356e-06,4.26
637,forces,-5.375349591773959e-06,5.58
638,component,-5.371598956907762e-06,5.62
639,exact,-5.369670163884316e-06,5.58
640,intellectual,-5.36940531318623e-06,7.65
641,twitch,-5.3671236169315515e-06,4.26
642,obscene,-5.36672063022495e-06,3.1
643,alien,-5.363797022958175e-06,4.45
644,icy,-5.358136315242526e-06,5.73
645,disregard,-5.3476977843273e-06,4.52
646,juice,-5.341600912094531e-06,6.9
647,regret,-5.34118987327804e-06,3.41
648,suspect,-5.341070978540977e-06,2.39
649,distribution,-5.333259491164972e-06,5.5
650,penthouse,-5.3319565727072415e-06,6.42
651,evacuate,-5.326622229693638e-06,3.4
652,singular,-5.323912570959365e-06,4.89
653,bully,-5.321148854769049e-06,2.67
654,selfish,-5.30999005140161e-06,3.3
655,purple,-5.309397261473355e-06,5.6
656,toll,-5.304644274144457e-06,3.53
657,breakdown,-5.304317559837758e-06,3.48
658,threat,-5.297461874683904e-06,2.63
659,villain,-5.297109243351805e-06,3.0
660,abnormal,-5.29196765048275e-06,3.53
661,supreme,-5.288806434166256e-06,6.14
662,danger,-5.284702062475418e-06,2.66
663,regard,-5.283163064677815e-06,5.7
664,absurd,-5.282703886671144e-06,4.45
665,gasp,-5.281417823661584e-06,4.5
666,malaria,-5.273379464728241e-06,2.34
667,mental,-5.270315478752713e-06,4.58
668,objective,-5.269017332693027e-06,5.55
669,nation,-5.265165039704372e-06,6.0
670,teenager,-5.264422992590223e-06,4.58
671,armed,-5.264121214139423e-06,4.11
672,clouds,-5.25984249974872e-06,6.76
673,cry,-5.259842192415387e-06,3.22
674,sleep,-5.2548893957407575e-06,7.22
675,smack,-5.253764394837366e-06,3.95
676,severe,-5.252374648661203e-06,3.21
677,bulge,-5.252101190321897e-06,3.74
678,thief,-5.244059045181673e-06,2.32
679,morality,-5.243210042457647e-06,6.48
680,filter,-5.235131573660956e-06,5.5
681,scream,-5.233846445575989e-06,3.02
682,agenda,-5.233648860378653e-06,5.05
683,junction,-5.231355492074652e-06,5.21
684,inferior,-5.228573909616e-06,3.43
685,alleviate,-5.222605755850901e-06,6.25
686,fridge,-5.218434371211574e-06,6.29
687,misleading,-5.213718970875896e-06,3.14
688,cooperative,-5.212884662648502e-06,6.62
689,offensive,-5.212228680130197e-06,3.8
690,intend,-5.205703881872951e-06,5.75
691,camera,-5.205304163591531e-06,6.61
692,skull,-5.202690096091445e-06,3.63
693,diversity,-5.195052837289123e-06,6.14
694,derelict,-5.19333850744023e-06,3.78
695,comply,-5.190872896965182e-06,4.25
696,withdraw,-5.190189078025437e-06,4.11
697,complicated,-5.1896994177838785e-06,3.82
698,backdrop,-5.187858813175915e-06,5.45
699,neck,-5.1845940263724756e-06,5.44
700,buyer,-5.183126127905613e-06,5.9
701,applause,-5.179348853918964e-06,7.12
702,govern,-5.17069786578767e-06,4.52
703,robber,-5.155346983800231e-06,2.9
704,nitrogen,-5.154536630995001e-06,4.6
705,sole,-5.154064130175623e-06,4.9
706,hideout,-5.153141475866541e-06,4.55
707,investigator,-5.150542413516942e-06,4.95
708,shape,-5.144141552058598e-06,5.41
709,swear,-5.1373456284448116e-06,3.44
710,brief,-5.134233342079266e-06,6.0
711,refined,-5.13190324582848e-06,6.11
712,congressman,-5.119396337095275e-06,3.71
713,drug,-5.116361583643387e-06,4.11
714,disappointment,-5.11632556377601e-06,2.79
715,productivity,-5.109996641624222e-06,6.55
716,steam,-5.1080110031384105e-06,5.4
717,mandate,-5.106683290721568e-06,3.76
718,manipulate,-5.102410471799952e-06,3.21
719,equivalent,-5.102107346717818e-06,5.89
720,jury,-5.099470198180467e-06,4.23
721,bidding,-5.099183080966204e-06,5.29
722,refuse,-5.094355745767093e-06,3.42
723,disagreement,-5.092379591277914e-06,2.86
724,calm,-5.088590118284745e-06,6.89
725,inscription,-5.085143811987362e-06,6.14
726,chalk,-5.078816544878961e-06,5.0
727,cocaine,-5.077255231508704e-06,3.05
728,surge,-5.072325774507355e-06,5.0
729,logical,-5.072179429755838e-06,6.38
730,norm,-5.059888458567678e-06,5.56
731,satellite,-5.059521469755924e-06,5.56
732,sit,-5.0578960764843996e-06,5.82
733,seat,-5.056825872289782e-06,5.22
734,scrap,-5.056599499198936e-06,4.71
735,hurricane,-5.050947157187869e-06,3.16
736,disgust,-5.043889200671431e-06,3.32
737,integration,-5.038687937543769e-06,5.29
738,canyon,-5.038097571602451e-06,5.5
739,whaling,-5.035705301420154e-06,3.26
740,representation,-5.031561083577996e-06,4.86
741,shorts,-5.027127227700638e-06,5.95
742,elite,-5.022938563249856e-06,5.71
743,activist,-5.017882855289553e-06,6.24
744,lethal,-5.016907102966863e-06,2.48
745,execution,-5.0168919552932385e-06,2.28
746,dirt,-5.011924419616916e-06,4.5
747,halo,-5.009216871590249e-06,6.63
748,disappearance,-5.002713130730872e-06,3.75
749,crack,-5.002367997343547e-06,2.68
750,flu,-5.001238851794442e-06,2.58
751,catastrophic,-5.000597147570192e-06,2.05
752,seam,-4.997840131408815e-06,5.25
753,urgency,-4.997644740203382e-06,5.05
754,wallet,-4.990821069761804e-06,6.0
755,bash,-4.989802921732955e-06,3.68
756,venetian,-4.98489749273708e-06,5.8
757,inaccessible,-4.973172299433947e-06,3.82
758,customized,-4.969050051734092e-06,6.91
759,solidarity,-4.966806787799915e-06,5.71
760,snack,-4.961642845718294e-06,6.53
761,reflect,-4.961271374697105e-06,6.1
762,revive,-4.961077044477365e-06,6.53
763,outlaw,-4.959235787009113e-06,4.1
764,catalyst,-4.9564481813535455e-06,5.3
765,negotiate,-4.956208148151897e-06,5.57
766,starvation,-4.950607505160853e-06,1.72
767,carnival,-4.950100996158868e-06,6.48
768,guard,-4.9435717612369e-06,5.89
769,bored,-4.941733133256854e-06,2.95
770,quote,-4.941489196323701e-06,5.85
771,abusive,-4.940744829271908e-06,2.05
772,grave,-4.94038959831152e-06,2.4
773,jerk,-4.938178657887145e-06,2.43
774,plural,-4.9356724085754715e-06,4.81
775,titanium,-4.935175270776952e-06,5.26
776,constitute,-4.9333945875348895e-06,4.57
777,grief,-4.9285230001259546e-06,2.33
778,lie,-4.927177754485184e-06,2.39
779,cream,-4.92507806220615e-06,6.56
780,warrior,-4.920148245116686e-06,5.5
781,cliff,-4.9159970307854906e-06,4.77
782,interim,-4.913807043001779e-06,4.68
783,limb,-4.912502047362451e-06,4.42
784,potion,-4.9099764447638654e-06,5.65
785,innocent,-4.909627460250848e-06,6.55
786,closure,-4.908219831495826e-06,5.21
787,coverage,-4.907276504047264e-06,5.77
788,bloody,-4.9056023135291e-06,2.86
789,bowling,-4.8969964413014285e-06,6.68
790,takeover,-4.8961116362939025e-06,3.71
791,snow,-4.895969666299701e-06,6.78
792,extensive,-4.8945589975424305e-06,5.25
793,shin,-4.8944768782713255e-06,5.09
794,wardrobe,-4.893545006938911e-06,6.09
795,burden,-4.893501193687042e-06,3.05
796,ticket,-4.892055034178e-06,5.28
797,cheek,-4.890278230982685e-06,5.9
798,methodology,-4.886490326472953e-06,4.84
799,perceive,-4.879744679525677e-06,5.81
800,marriage,-4.879228427058975e-06,7.56
801,trash,-4.8720519048370044e-06,2.74
802,podium,-4.8714670402016935e-06,5.05
803,print,-4.868708866766676e-06,5.65
804,illusion,-4.866638577541129e-06,5.16
805,bastard,-4.859444141451045e-06,3.31
806,tired,-4.855228075503759e-06,4.29
807,heir,-4.854815391862179e-06,6.29
808,bull,-4.843421702791163e-06,3.95
809,suppose,-4.840106466269226e-06,5.27
810,expedition,-4.8394771590872425e-06,6.53
811,litigation,-4.837319789776269e-06,3.8
812,seller,-4.831673126666954e-06,4.82
813,wicked,-4.830726735187881e-06,2.63
814,rhino,-4.8263243697253995e-06,6.25
815,shoe,-4.825175622442098e-06,5.78
816,aircraft,-4.822737610670079e-06,6.3
817,rear,-4.818933172860926e-06,4.68
818,distorted,-4.802114827928926e-06,3.89
819,dull,-4.799884654345793e-06,3.4
820,adolescence,-4.798114785602911e-06,6.0
821,violence,-4.792948825170344e-06,2.71
822,hardship,-4.7888711391941285e-06,2.8
823,intro,-4.788344200220192e-06,5.15
824,enforcement,-4.787396632223517e-06,4.67
825,cabbage,-4.786002450370604e-06,4.6
826,plantation,-4.780117652161686e-06,4.57
827,illegal,-4.771729784747375e-06,2.53
828,drop,-4.769414878000543e-06,4.23
829,finger,-4.764616966873349e-06,5.8
830,loss,-4.764333199702333e-06,2.9
831,justify,-4.763714345675642e-06,6.17
832,ego,-4.762311918580833e-06,4.38
833,paw,-4.76047545446772e-06,5.43
834,slug,-4.76034640510085e-06,3.16
835,soothe,-4.760323565412376e-06,6.63
836,reputed,-4.758214888512617e-06,4.9
837,segment,-4.7564338000403074e-06,4.63
838,percent,-4.747621391222318e-06,5.67
839,interpret,-4.747087533205768e-06,5.2
840,pal,-4.7399070561496516e-06,6.67
841,subdued,-4.738014998821131e-06,3.58
842,pipeline,-4.733800213605847e-06,5.05
843,benign,-4.732126965882599e-06,5.86
844,celebrity,-4.730624418196019e-06,5.42
845,collision,-4.7233740519958545e-06,2.95
846,salvage,-4.722879615378434e-06,5.16
847,mob,-4.721363243953331e-06,3.7
848,station,-4.720259758844252e-06,5.5
849,fence,-4.7177684879859714e-06,5.05
850,trolley,-4.716685448641807e-06,5.67
851,tsunami,-4.7163045913239015e-06,2.33
852,duplicate,-4.7129221759367734e-06,4.7
853,stall,-4.708797970298315e-06,4.32
854,formation,-4.708286778475068e-06,5.58
855,challenge,-4.703771185002017e-06,5.95
856,dismay,-4.702266124275341e-06,3.1
857,evacuation,-4.701606073987767e-06,4.23
858,prominent,-4.70071829959191e-06,5.21
859,objection,-4.699600942524122e-06,3.83
860,sin,-4.696512640509539e-06,3.08
861,howl,-4.687703779769163e-06,5.29
862,sprint,-4.686698593159289e-06,5.67
863,stool,-4.6844905630509985e-06,4.47
864,depression,-4.684449696298887e-06,2.44
865,sacrifice,-4.6840809012233895e-06,4.76
866,blush,-4.68254691279868e-06,6.38
867,shotgun,-4.6813002822498895e-06,3.5
868,impossible,-4.680415706213024e-06,3.5
869,metabolic,-4.679782825237992e-06,5.11
870,capacity,-4.677911944846701e-06,5.14
871,terrible,-4.677417238631761e-06,2.1
872,tension,-4.675435234215847e-06,3.6
873,advertisement,-4.673953123324945e-06,4.3
874,meter,-4.672360311749725e-06,5.53
875,lightning,-4.665459259406886e-06,5.34
876,affordable,-4.66490835472159e-06,7.52
877,frown,-4.660614182811172e-06,3.35
878,highland,-4.659632752221597e-06,5.9
879,liver,-4.657475531207507e-06,4.19
880,global,-4.654413403730863e-06,5.57
881,furnace,-4.649956574320421e-06,5.11
882,warning,-4.6418471976193846e-06,3.48
883,mist,-4.6409862914123115e-06,6.47
884,blast,-4.633266376352139e-06,4.45
885,organizer,-4.6328976875236365e-06,6.35
886,millionaire,-4.6268857324370995e-06,7.32
887,boot,-4.626050845447926e-06,5.3
888,ad,-4.6216166721654936e-06,4.11
889,ethics,-4.6194320228160075e-06,6.0
890,hip,-4.616617295313934e-06,5.86
891,lifeless,-4.613973960435984e-06,2.24
892,optic,-4.606421134265941e-06,5.6
893,rivalry,-4.6037525592753275e-06,4.57
894,breakup,-4.600856093467387e-06,2.19
895,cloth,-4.6006938979852256e-06,6.2
896,spin,-4.599776743002941e-06,4.9
897,waste,-4.596326382813945e-06,2.61
898,impression,-4.59516588624377e-06,6.0
899,arbitrary,-4.594021045249003e-06,4.15
900,harmless,-4.593686403251007e-06,6.59
901,editing,-4.593387162731347e-06,5.45
902,detail,-4.59307422007842e-06,5.67
903,governmental,-4.590182714286906e-06,2.89
904,confusion,-4.5896707735129895e-06,3.32
905,missile,-4.587211207375426e-06,2.85
906,reduction,-4.587065973459483e-06,5.0
907,wreck,-4.5865751892327595e-06,1.62
908,collective,-4.583322607585455e-06,5.19
909,basics,-4.582557526996873e-06,5.86
910,crush,-4.581522254355146e-06,4.72
911,diameter,-4.58140425475817e-06,4.76
912,genius,-4.5808339371594675e-06,7.52
913,accuracy,-4.577167639586062e-06,6.32
914,pollution,-4.5739168389231006e-06,2.0
915,crime,-4.571647263483785e-06,1.95
916,mug,-4.568429553273671e-06,4.16
917,drugs,-4.5679874515464816e-06,3.86
918,gel,-4.565446143809752e-06,5.67
919,block,-4.564623439319474e-06,4.48
920,tumble,-4.564018595273773e-06,5.65
921,photographer,-4.556312954378543e-06,6.71
922,homemade,-4.55558042395295e-06,7.38
923,researcher,-4.554774504283409e-06,5.7
924,unsuccessful,-4.554268654830227e-06,2.33
925,motel,-4.55245149519026e-06,5.3
926,football,-4.549649453592745e-06,6.52
927,occur,-4.54830735287642e-06,6.26
928,pagan,-4.546306178388532e-06,5.0
929,wing,-4.545549673865155e-06,6.15
930,ponytail,-4.545160510877055e-06,7.05
931,kidney,-4.543994686671364e-06,4.9
932,domain,-4.543890236152112e-06,5.05
933,ring,-4.5404168178036065e-06,7.09
934,doctorate,-4.540292684466578e-06,5.95
935,consume,-4.538982330400583e-06,5.48
936,harm,-4.538370738060697e-06,1.91
937,boycott,-4.535333086197468e-06,4.2
938,racist,-4.534501831449949e-06,2.05
939,universe,-4.533657729066408e-06,6.81
940,soldier,-4.533078479504768e-06,5.45
941,doctor,-4.527747334978997e-06,5.93
942,lawyer,-4.527263122694759e-06,3.94
943,text,-4.526972182510817e-06,6.5
944,survival,-4.526475043029928e-06,7.05
945,muster,-4.519574783726395e-06,4.67
946,disaster,-4.516906160544586e-06,1.71
947,descent,-4.516463658280911e-06,5.3
948,crazy,-4.514085489962701e-06,5.14
949,enforce,-4.513403869380039e-06,5.32
950,destruction,-4.510580472557971e-06,2.53
951,morale,-4.505809719908734e-06,5.95
952,dependent,-4.496586717021855e-06,4.5
953,defense,-4.495139185006547e-06,5.36
954,shirt,-4.494772179974746e-06,5.56
955,beat,-4.494525845268608e-06,4.38
956,darkened,-4.493285854278994e-06,3.37
957,violate,-4.4897632434659955e-06,2.61
958,parole,-4.489304954036442e-06,3.25
959,unlikely,-4.4872519335658005e-06,3.85
960,horrible,-4.48692991696989e-06,2.33
961,trim,-4.475235562402073e-06,4.64
962,reverse,-4.474240880742744e-06,5.2
963,wolf,-4.47247642773949e-06,6.26
964,cola,-4.470360791285572e-06,5.67
965,shaman,-4.469651891042413e-06,5.21
966,align,-4.468468184149384e-06,5.95
967,worry,-4.463485159250962e-06,2.1
968,cruelty,-4.463334368199825e-06,2.37
969,sympathy,-4.4632958744229585e-06,6.57
970,purse,-4.458787558198063e-06,5.95
971,conscious,-4.458104880505909e-06,5.53
972,dude,-4.457324860115038e-06,5.91
973,wonder,-4.4570134645733435e-06,6.68
974,sum,-4.456267920375605e-06,5.71
975,remarkable,-4.453939255520331e-06,7.18
976,valiant,-4.450072934425453e-06,6.21
977,insect,-4.449510856383165e-06,4.43
978,leak,-4.448010221443551e-06,4.0
979,insurance,-4.4468121057774014e-06,3.76
980,menace,-4.435186910280627e-06,3.13
981,pun,-4.434676198030359e-06,5.45
982,arrest,-4.43406802224979e-06,2.33
983,celestial,-4.433993267107898e-06,6.76
984,expect,-4.429511637674365e-06,5.95
985,tuition,-4.428581263777074e-06,3.53
986,valentine,-4.4265544634769505e-06,6.4
987,spade,-4.42435738827925e-06,5.48
988,steel,-4.4236792793689265e-06,4.95
989,bust,-4.420235271584971e-06,4.77
990,wrestling,-4.417195555130732e-06,4.62
991,variation,-4.415948696249543e-06,5.53
992,pouch,-4.4150100748656075e-06,5.33
993,accidental,-4.4149408210059195e-06,3.46
994,conductor,-4.41212703213012e-06,5.5
995,emergency,-4.4098002029194155e-06,2.72
996,trouble,-4.407656562592115e-06,2.87
997,plight,-4.403561282280874e-06,4.21
998,subdivision,-4.396588315691201e-06,4.74
999,diplomat,-4.396385236957179e-06,4.65
1000,nineteen,-4.396196112995317e-06,5.63
1001,bio,-4.39277198779608e-06,5.2
1002,bone,-4.385982678372536e-06,5.24
1003,grade,-4.379475086706787e-06,5.18
1004,prohibition,-4.379066327958852e-06,2.84
1005,scenario,-4.378033252850898e-06,5.58
1006,radical,-4.376869968356414e-06,4.36
1007,defend,-4.376193271164962e-06,6.3
1008,wipe,-4.373899837541316e-06,4.58
1009,welfare,-4.371005859556855e-06,3.58
1010,epidemic,-4.367663289437755e-06,2.05
1011,discontent,-4.366986143209776e-06,2.75
1012,disease,-4.366266110326426e-06,1.68
1013,handle,-4.365498300457996e-06,5.73
1014,disabled,-4.365169758185905e-06,2.7
1015,skinny,-4.364179905803553e-06,5.36
1016,lengthy,-4.363909828787825e-06,4.4
1017,crap,-4.363342983071625e-06,3.44
1018,oppression,-4.36291798910915e-06,2.67
1019,cement,-4.359396841703093e-06,4.62
1020,stab,-4.359229736189602e-06,3.05
1021,respectful,-4.355056110900516e-06,7.45
1022,guess,-4.351273435995361e-06,5.18
1023,sticky,-4.348796149075376e-06,4.65
1024,awareness,-4.348275373766697e-06,6.45
1025,persecution,-4.3461998458181146e-06,3.21
1026,swamp,-4.345708406124921e-06,4.42
1027,twin,-4.345199368354508e-06,5.81
1028,northeast,-4.3446221194898275e-06,5.5
1029,skeleton,-4.3419465554334355e-06,4.37
1030,publisher,-4.339896934397223e-06,5.05
1031,therapeutic,-4.338493366122405e-06,6.29
1032,weary,-4.3373952909875335e-06,3.25
1033,underground,-4.335151667631084e-06,4.7
1034,observatory,-4.332813584144908e-06,5.36
1035,alert,-4.3271613647397595e-06,5.38
1036,truce,-4.320564672784012e-06,6.42
1037,ally,-4.319333451662429e-06,6.05
1038,encouraging,-4.317891692933821e-06,6.89
1039,migration,-4.314427498521012e-06,4.52
1040,inaccurate,-4.313958406087133e-06,3.35
1041,chronicle,-4.3126142038954485e-06,6.1
1042,jet,-4.31103685940034e-06,6.74
1043,bottom,-4.310710540308034e-06,3.61
1044,pinch,-4.306384785971821e-06,3.5
1045,disc,-4.306339466697677e-06,5.6
1046,citation,-4.305994819958636e-06,3.7
1047,majority,-4.303989260938612e-06,4.95
1048,quarrel,-4.3038618552585185e-06,2.84
1049,temporary,-4.302340214569699e-06,4.33
1050,distributor,-4.297852016536356e-06,4.62
1051,documents,-4.296739456176544e-06,5.35
1052,hemisphere,-4.289902520040098e-06,5.33
1053,humanity,-4.286082051468387e-06,6.78
1054,stealth,-4.284016845573779e-06,5.45
1055,fountain,-4.282580562156059e-06,6.26
1056,trend,-4.279952974512932e-06,5.33
1057,screening,-4.278739127346054e-06,4.77
1058,dubious,-4.275205569707434e-06,3.47
1059,graceful,-4.273452556787423e-06,6.95
1060,rampant,-4.272621409091617e-06,4.4
1061,bald,-4.268334464699551e-06,2.85
1062,legitimacy,-4.266128288051162e-06,5.55
1063,replacement,-4.263384861931396e-06,5.45
1064,shot,-4.262857322917931e-06,2.82
1065,insufficient,-4.259179569687336e-06,3.24
1066,sake,-4.257307605211462e-06,5.28
1067,truck,-4.25400594121064e-06,5.16
1068,stamp,-4.248851097934704e-06,5.8
1069,queer,-4.24864254654674e-06,4.74
1070,wholesale,-4.247511372770304e-06,6.33
1071,fraud,-4.246181254078003e-06,2.05
1072,difficulty,-4.243585910283324e-06,2.57
1073,add,-4.243254562292124e-06,6.23
1074,alley,-4.242504920701351e-06,4.17
1075,whale,-4.241282331956161e-06,5.81
1076,treatment,-4.238981173450783e-06,5.0
1077,terrace,-4.236410672385042e-06,5.33
1078,pistol,-4.228277404640564e-06,3.92
1079,burn,-4.227708850608536e-06,3.73
1080,sympathetic,-4.2237699470971755e-06,6.67
1081,accuse,-4.22309876697835e-06,2.68
1082,wrong,-4.2209477704267386e-06,3.24
1083,analysis,-4.220145694297699e-06,5.25
1084,apply,-4.220015674823675e-06,5.16
1085,quantity,-4.216668227823834e-06,5.33
1086,fact,-4.2159213105430355e-06,6.23
1087,jaw,-4.214571764874025e-06,4.41
1088,jacket,-4.213120366535457e-06,5.86
1089,vary,-4.211546012775995e-06,4.5
1090,counseling,-4.210496645567127e-06,5.9
1091,blood,-4.209667384007765e-06,3.48
1092,statement,-4.207898229764117e-06,5.32
1093,sharp,-4.206200559964785e-06,5.24
1094,withstand,-4.204110594484124e-06,5.95
1095,experiment,-4.203548328243145e-06,6.05
1096,classmate,-4.2031099407868755e-06,5.95
1097,minority,-4.202443487075214e-06,4.75
1098,rifle,-4.201320110613915e-06,4.3
1099,fairy,-4.200100793640138e-06,6.71
1100,bet,-4.197959099240869e-06,4.95
1101,crescent,-4.197548335573472e-06,5.9
1102,faulty,-4.194934076319181e-06,3.48
1103,stump,-4.1936286499881055e-06,4.62
1104,negative,-4.1920181540200385e-06,2.52
1105,wait,-4.19116539230844e-06,4.55
1106,vulnerable,-4.189834407143135e-06,3.57
1107,mortal,-4.186107710561308e-06,4.39
1108,suppress,-4.184127708436088e-06,2.72
1109,eighteen,-4.182636327167606e-06,5.72
1110,psychiatry,-4.18202187997425e-06,4.61
1111,poll,-4.181548095434409e-06,4.63
1112,plaque,-4.180926908905573e-06,3.38
1113,feeling,-4.180490619314775e-06,6.5
1114,devil,-4.176351622956857e-06,3.11
1115,lazy,-4.17600212099245e-06,3.05
1116,bother,-4.175420381257363e-06,4.44
1117,black,-4.173078302409241e-06,5.4
1118,warlord,-4.171310808303436e-06,2.95
1119,profession,-4.171261013837432e-06,5.52
1120,chorus,-4.171020273273374e-06,6.0
1121,loop,-4.168103687375425e-06,5.26
1122,monkey,-4.1649458057911124e-06,5.82
1123,professor,-4.16394616112592e-06,5.72
1124,integrate,-4.160841355886162e-06,5.78
1125,response,-4.156005183529073e-06,5.95
1126,sophomore,-4.154342738324837e-06,5.0
1127,ranking,-4.153005811091601e-06,5.42
1128,earthquake,-4.151359282871085e-06,3.05
1129,release,-4.148789468659542e-06,6.64
1130,satisfied,-4.147340180449266e-06,7.16
1131,arson,-4.147053144054613e-06,2.26
