"feat","avg(vad_eb.V)","avg(vad_eb.A)","avg(vad_eb.D)","avg(vad_eb.V > 3)","avg(vad_eb.A > 3)","avg(vad_eb.D > 3)"
"2.9","3.600000","3.200000","3.500000","1.0000","1.0000","1.0000"
"2/00","3.000000","2.800000","3.000000","0.0000","0.0000","0.0000"
"2/8","3.050000","2.725000","2.905000","0.5000","0.0000","0.0000"
"20","3.051500","2.993000","3.086500","0.5500","0.2500","0.6000"
"20,000","2.972000","3.174000","3.004000","0.6000","0.8000","0.4000"
"20,1997","3.200000","3.200000","3.100000","1.0000","1.0000","1.0000"
"20-30","3.120000","2.620000","2.880000","1.0000","0.0000","0.0000"
"200","3.000000","3.007692","3.032308","0.4615","0.6154","0.5385"
"2000","3.109375","2.876250","3.061250","0.3125","0.1875","0.3750"
"2001","2.990000","3.023333","3.097222","0.3889","0.3333","0.6111"
"2002","3.058846","2.862692","3.036538","0.3462","0.1154","0.3846"
"2003","2.986429","2.910000","3.020714","0.2143","0.1429","0.3571"
"20037","2.900000","3.000000","3.000000","0.0000","0.0000","0.0000"
"2004","3.066667","2.933333","3.090000","0.3333","0.6667","0.6667"
"2005","2.943636","2.868182","3.029091","0.0909","0.0000","0.4545"
"2006","3.026250","2.848750","2.871250","0.5000","0.1250","0.1250"
"2007","3.054286","2.925714","3.137143","0.7143","0.2857","0.8571"
"2008","2.966667","2.658889","3.052222","0.0000","0.0000","0.4444"
"2009","2.975349","2.911628","3.031860","0.1860","0.2326","0.3721"
"2010","3.105000","2.967500","3.078929","0.2857","0.2857","0.3929"
"2014","2.933333","2.766667","3.100000","0.0000","0.0000","1.0000"
"2018","3.100000","2.900000","3.200000","1.0000","0.0000","1.0000"
"2058","3.110000","3.000000","3.220000","1.0000","0.0000","1.0000"
"208","3.100000","2.800000","3.000000","1.0000","0.0000","0.0000"
"208-209","3.000000","2.600000","3.000000","0.0000","0.0000","0.0000"
"20th","3.162000","3.074000","3.090000","0.6000","0.6000","0.6000"
"21","3.007273","2.990909","3.120000","0.5455","0.4545","0.6364"
"21,000","3.000000","3.140000","2.710000","0.0000","1.0000","0.0000"
"21-gun","3.000000","3.100000","3.100000","0.0000","1.0000","1.0000"
"210","3.000000","2.600000","3.000000","0.0000","0.0000","0.0000"
"2100","3.100000","3.100000","3.200000","1.0000","1.0000","1.0000"
"212","3.100000","3.100000","3.100000","1.0000","1.0000","1.0000"
"21401","3.000000","2.890000","3.000000","0.0000","0.0000","0.0000"
"2180","3.090000","2.630000","3.090000","1.0000","0.0000","1.0000"
"21st","2.840000","3.070000","3.195000","0.0000","0.7500","0.5000"
"21st-century","3.200000","2.900000","3.100000","1.0000","0.0000","1.0000"
"22","2.883000","2.957000","3.009000","0.0000","0.2000","0.2000"
"22,000","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"22-hour","1.900000","3.200000","2.800000","0.0000","1.0000","0.0000"
"22-year-old","3.000000","2.880000","3.120000","0.0000","0.0000","1.0000"
"220","3.105000","2.940000","3.105000","1.0000","0.5000","1.0000"
"221","3.200000","2.900000","2.900000","1.0000","0.0000","0.0000"
"225","2.950000","2.900000","2.950000","0.0000","0.0000","0.0000"
"23","3.122500","3.147500","3.050000","0.5000","0.5000","0.2500"
"23,000","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"23,2000","3.100000","2.900000","2.900000","1.0000","0.0000","0.0000"
"23.25","2.900000","2.900000","3.100000","0.0000","0.0000","1.0000"
"23.5","3.006667","2.953333","3.046667","0.6667","0.0000","0.3333"
"230","3.700000","3.600000","3.200000","1.0000","1.0000","1.0000"
"231-271","2.860000","3.000000","3.290000","0.0000","0.0000","1.0000"
"2317","3.110000","2.780000","2.890000","1.0000","0.0000","0.0000"
"23209","3.000000","2.780000","3.000000","0.0000","0.0000","0.0000"
"235","3.093333","3.036667","2.993333","0.6667","0.3333","0.3333"
"236","2.900000","2.800000","3.200000","0.0000","0.0000","1.0000"
"239","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"23rd","3.110000","2.675000","2.905000","0.5000","0.0000","0.5000"
"24","3.135455","3.078182","3.094545","0.5455","0.4545","0.4545"
"24's","3.000000","2.880000","2.880000","0.0000","0.0000","0.0000"
"24,000","3.200000","3.200000","3.300000","1.0000","1.0000","1.0000"
"24-hectare","3.500000","3.000000","3.120000","1.0000","0.0000","1.0000"
"24-hour","3.175000","3.010000","3.125000","1.0000","0.5000","0.5000"
"24-year","3.000000","3.200000","3.400000","0.0000","1.0000","1.0000"
"24.95","3.000000","2.900000","3.000000","0.0000","0.0000","0.0000"
"241-2661","3.110000","3.010000","3.110000","1.0000","0.5000","1.0000"
"241-2760","3.000000","2.600000","3.200000","0.0000","0.0000","1.0000"
"244-m","3.300000","3.100000","3.200000","1.0000","1.0000","1.0000"
"245","2.570000","3.290000","3.000000","0.0000","1.0000","0.0000"
"248","3.033333","2.966667","3.033333","0.3333","0.0000","0.3333"
"25","2.982000","2.995000","3.028000","0.4500","0.4000","0.4500"
"25,000","2.800000","3.100000","3.050000","0.5000","0.5000","0.5000"
"25,1997","3.000000","2.200000","3.200000","0.0000","0.0000","1.0000"
"250","3.150000","2.900000","3.100000","1.0000","0.5000","0.5000"
"2508","3.000000","2.630000","3.000000","0.0000","0.0000","0.0000"
"251-9467","3.125000","2.945000","3.110000","1.0000","0.0000","0.5000"
"25305","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"256","3.150000","2.996667","3.106667","1.0000","0.3333","0.6667"
"25th","3.100000","2.900000","3.100000","1.0000","0.0000","1.0000"
"26","3.062500","2.703750","2.972500","0.1250","0.0000","0.1250"
"26,956","2.820000","2.820000","2.910000","0.0000","0.0000","0.0000"
"260","3.150000","3.100000","3.100000","1.0000","1.0000","0.5000"
"261-264","3.000000","2.800000","3.200000","0.0000","0.0000","1.0000"
"268","3.100000","2.900000","3.000000","1.0000","0.0000","0.0000"
"27","2.971053","2.920000","2.991579","0.1579","0.2105","0.3158"
"27-year","2.900000","3.100000","2.900000","0.0000","1.0000","0.0000"
"275","3.000000","3.140000","2.710000","0.0000","1.0000","0.0000"
"28","2.933333","2.933333","3.200000","0.0000","0.3333","1.0000"
"28.25","2.900000","2.900000","3.100000","0.0000","0.0000","1.0000"
"281","3.000000","2.880000","3.000000","0.0000","0.0000","0.0000"
"2812","3.400000","3.000000","3.100000","1.0000","0.0000","1.0000"
"2817","3.000000","2.500000","3.120000","0.0000","0.0000","1.0000"
"2832","3.000000","2.500000","3.120000","0.0000","0.0000","1.0000"
"285","3.000000","3.110000","3.330000","0.0000","1.0000","1.0000"
"2859-3333","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"287","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"288","3.700000","3.600000","3.200000","1.0000","1.0000","1.0000"
"29","3.052667","3.040667","3.102000","0.4667","0.2667","0.5333"
"29-year-old","3.000000","3.100000","3.000000","0.0000","1.0000","0.0000"
"291people","3.000000","3.120000","3.250000","0.0000","1.0000","1.0000"
"293","3.000000","3.110000","3.330000","0.0000","1.0000","1.0000"
"2987","3.140000","3.140000","3.140000","1.0000","1.0000","1.0000"
"2:00","3.200000","3.200000","3.100000","1.0000","1.0000","1.0000"
"2:45","3.250000","3.000000","3.120000","0.5000","0.0000","1.0000"
"2:51","3.330000","3.000000","3.000000","1.0000","0.0000","0.0000"
"2m","3.000000","3.090000","3.090000","0.0000","1.0000","1.0000"
"2nd","3.000000","2.860000","3.000000","0.0000","0.0000","0.0000"
"3","2.962333","2.955333","3.068667","0.3000","0.3333","0.5333"
"3,000","2.500000","3.220000","2.940000","0.0000","0.5000","0.5000"
"3,064","3.000000","3.250000","3.120000","0.0000","1.0000","1.0000"
"3,140","3.100000","3.000000","3.100000","1.0000","0.0000","1.0000"
"3,500","3.140000","3.000000","3.430000","1.0000","0.0000","1.0000"
"3,666","3.700000","3.100000","3.300000","1.0000","1.0000","1.0000"
"3,816","2.890000","3.000000","3.000000","0.0000","0.0000","0.0000"
"3-5","3.000000","2.900000","2.900000","0.0000","0.0000","0.0000"
"3-d","3.220000","3.220000","3.110000","1.0000","1.0000","1.0000"
"3-kid","3.000000","2.900000","3.000000","0.0000","0.0000","0.0000"
"3.2","2.725000","2.790000","2.725000","0.0000","0.5000","0.0000"
"3.33","3.220000","3.000000","3.220000","1.0000","0.0000","1.0000"
"3.5","3.150000","3.000000","2.800000","0.5000","0.5000","0.0000"
"3.55","2.900000","3.100000","3.000000","0.0000","1.0000","0.0000"
"3.6","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"3.625","3.200000","3.000000","3.200000","1.0000","0.0000","1.0000"
"3.69","3.220000","3.000000","3.220000","1.0000","0.0000","1.0000"
"3.7","3.000000","2.700000","2.900000","0.0000","0.0000","0.0000"
"3.72","2.900000","2.800000","2.900000","0.0000","0.0000","0.0000"
"3.8","2.400000","3.000000","2.900000","0.0000","0.0000","0.0000"
"3.98","2.900000","3.100000","3.200000","0.0000","1.0000","1.0000"
"30","2.973043","2.979130","3.060870","0.3913","0.3043","0.5217"
"30,000","3.060000","3.000000","3.125000","0.5000","0.0000","0.5000"
"30-40","2.800000","3.800000","2.900000","0.0000","1.0000","0.0000"
"30-day","3.600000","3.200000","3.500000","1.0000","1.0000","1.0000"
"30-ft","3.200000","3.400000","3.100000","1.0000","1.0000","1.0000"
"30-second","3.000000","2.800000","2.800000","0.0000","0.0000","0.0000"
"30-year-long","3.100000","3.200000","3.200000","1.0000","1.0000","1.0000"
"30/30","3.000000","2.700000","3.100000","0.0000","0.0000","1.0000"
"300","2.832857","3.042857","3.052857","0.2857","0.4286","0.4286"
"300-member","2.600000","3.200000","3.100000","0.0000","1.0000","1.0000"
"300-millimeter","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"300-million","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"3000","2.973333","3.016667","3.093333","0.6667","0.6667","0.6667"
"303","3.000000","3.110000","3.330000","0.0000","1.0000","1.0000"
"304","3.120000","3.120000","3.120000","1.0000","1.0000","1.0000"
"306","3.000000","3.200000","3.300000","0.0000","1.0000","1.0000"
"30am","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"31","2.984444","2.832222","3.010000","0.2222","0.0000","0.3333"
"31,484","3.000000","3.100000","3.050000","0.5000","1.0000","0.5000"
"31/2","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"316","3.430000","3.000000","2.860000","1.0000","0.0000","0.0000"
"316-318","3.000000","2.750000","3.000000","0.0000","0.0000","0.0000"
"317.923.1331","3.100000","2.900000","3.100000","1.0000","0.0000","1.0000"
"32","3.060000","3.100000","3.175000","0.5000","0.5000","1.0000"
"32,000","2.440000","3.220000","2.890000","0.0000","1.0000","0.0000"
"32-oz","3.100000","3.000000","3.100000","1.0000","0.0000","1.0000"
"32-story","3.100000","2.900000","3.100000","1.0000","0.0000","1.0000"
"32-year-old","3.000000","3.000000","3.120000","0.0000","0.0000","1.0000"
"3203816235","3.000000","2.800000","3.000000","0.0000","0.0000","0.0000"
"33","3.130000","2.955000","3.105000","0.7500","0.2500","0.7500"
"33-34","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"34","2.850000","2.963333","3.113333","0.0000","0.0000","0.6667"
"34,000","2.950000","3.100000","3.050000","0.5000","1.0000","0.5000"
"34,700","3.500000","3.500000","3.100000","1.0000","1.0000","1.0000"
"34-36","3.400000","3.200000","3.100000","1.0000","1.0000","1.0000"
"340","2.950000","3.050000","3.125000","0.5000","0.5000","0.5000"
"35","2.915556","3.022222","3.121111","0.3333","0.4444","0.6667"
"35,000","3.110000","3.000000","3.220000","1.0000","0.0000","1.0000"
"35-50","3.000000","2.710000","3.000000","0.0000","0.0000","0.0000"
"35.2","2.400000","3.000000","2.900000","0.0000","0.0000","0.0000"
"350","3.000000","3.140000","2.710000","0.0000","1.0000","0.0000"
"352","3.000000","2.900000","3.000000","0.0000","0.0000","0.0000"
"358","3.000000","2.933333","3.066667","0.3333","0.0000","0.6667"
"36","3.000000","2.820000","3.000000","0.0000","0.0000","0.0000"
"360o","3.000000","2.560000","3.000000","0.0000","0.0000","0.0000"
"361","2.700000","2.900000","2.800000","0.0000","0.0000","0.0000"
"363","3.200000","2.800000","3.200000","1.0000","0.0000","1.0000"
"363-389","3.000000","2.550000","3.000000","0.0000","0.0000","0.0000"
"369","3.090000","2.730000","3.090000","1.0000","0.0000","1.0000"
"37","2.900000","3.000000","2.900000","0.0000","0.0000","0.0000"
"37-a-share","3.000000","2.800000","3.100000","0.0000","0.0000","1.0000"
"37.3","3.000000","2.900000","2.900000","0.0000","0.0000","0.0000"
"371","2.900000","2.400000","3.100000","0.0000","0.0000","1.0000"
"38","3.000000","3.000000","3.200000","0.0000","0.0000","1.0000"
"38.875","3.340000","2.670000","3.000000","1.0000","0.0000","0.0000"
"387","3.200000","3.000000","3.100000","1.0000","0.0000","1.0000"
"388","3.000000","2.700000","2.900000","0.0000","0.0000","0.0000"
"39","2.625000","3.025000","2.970000","0.2500","0.5000","0.5000"
"396","3.200000","3.100000","3.200000","1.0000","1.0000","1.0000"
"398","3.000000","3.100000","3.200000","0.0000","1.0000","1.0000"
"39th","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"3:14","3.000000","2.800000","3.000000","0.0000","0.0000","0.0000"
"3:36","3.000000","2.800000","3.000000","0.0000","0.0000","0.0000"
"3:37","3.000000","2.600000","3.100000","0.0000","0.0000","1.0000"
"3a","3.000000","2.800000","3.000000","0.0000","0.0000","0.0000"
"3ait","3.000000","2.800000","3.000000","0.0000","0.0000","0.0000"
"3ameselx","3.000000","2.800000","3.000000","0.0000","0.0000","0.0000"
"3pm","3.000000","2.820000","3.180000","0.0000","0.0000","1.0000"
"3rd","3.075000","2.940000","3.000000","0.5000","0.0000","0.0000"
"3rdr","3.300000","3.300000","3.300000","1.0000","1.0000","1.0000"
"4","3.027500","2.904500","3.054500","0.3500","0.2500","0.5000"
"4,000","2.835000","2.895000","2.895000","0.0000","0.0000","0.0000"
"4,492","3.100000","2.900000","3.000000","1.0000","0.0000","0.0000"
"4,700","3.000000","2.900000","3.000000","0.0000","0.0000","0.0000"
"4-6k","2.800000","3.800000","2.900000","0.0000","1.0000","0.0000"
"4-part","3.000000","2.800000","3.000000","0.0000","0.0000","0.0000"
"4.10","3.180000","2.910000","3.180000","1.0000","0.0000","1.0000"
"4.14","3.100000","3.100000","3.200000","1.0000","1.0000","1.0000"
"4.5","3.000000","2.860000","3.000000","0.0000","0.0000","0.0000"
"4.55","3.000000","2.430000","3.000000","0.0000","0.0000","0.0000"
"4.6","3.000000","3.000000","3.100000","0.0000","0.0000","1.0000"
"4.7","3.000000","2.640000","3.000000","0.0000","0.0000","0.0000"
"4.9","2.800000","3.200000","2.900000","0.0000","1.0000","0.0000"
"4/8","3.100000","2.900000","2.900000","1.0000","0.0000","0.0000"
"40","2.867000","2.932000","2.975000","0.4000","0.3000","0.5000"
"40-mile","3.170000","2.670000","3.330000","1.0000","0.0000","1.0000"
"400","3.032000","3.238000","3.108000","0.4000","0.8000","0.6000"
"4000","3.000000","3.000000","3.200000","0.0000","0.0000","1.0000"
"413","2.380000","2.880000","2.620000","0.0000","0.0000","0.0000"
"414","3.000000","2.900000","2.800000","0.0000","0.0000","0.0000"
"414-415","3.000000","2.780000","3.000000","0.0000","0.0000","0.0000"
"415","2.800000","2.600000","3.200000","0.0000","0.0000","1.0000"
"422","3.200000","3.000000","3.100000","1.0000","0.0000","1.0000"
"423","2.630000","2.750000","2.880000","0.0000","0.0000","0.0000"
"424","3.000000","2.890000","3.000000","0.0000","0.0000","0.0000"
"425","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"427","3.250000","3.000000","3.500000","1.0000","0.0000","1.0000"
"43-mile","3.100000","2.800000","3.300000","1.0000","0.0000","1.0000"
"43.875","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"430","3.000000","2.620000","3.380000","0.0000","0.0000","1.0000"
"438","3.000000","2.870000","3.120000","0.0000","0.0000","1.0000"
"44","2.600000","3.000000","3.000000","0.0000","0.0000","0.0000"
"444","3.000000","2.870000","3.120000","0.0000","0.0000","1.0000"
"45","2.978889","3.007778","3.036667","0.4444","0.4444","0.5556"
"45,000","3.000000","3.100000","3.000000","0.0000","1.0000","0.0000"
"45-a-share","3.200000","3.300000","3.000000","1.0000","1.0000","0.0000"
"45-mile","3.100000","2.800000","3.100000","1.0000","0.0000","1.0000"
"45-minute","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"45.2","2.640000","2.910000","3.000000","0.0000","0.0000","0.0000"
"45.75","2.700000","3.000000","3.000000","0.0000","0.0000","0.0000"
"450","2.780000","2.952000","3.048000","0.4000","0.4000","0.4000"
"456","3.100000","3.100000","3.300000","1.0000","1.0000","1.0000"
"456-487","3.380000","3.250000","3.120000","1.0000","1.0000","1.0000"
"45th","2.500000","3.000000","3.000000","0.0000","0.0000","0.0000"
"46","3.333333","3.066667","3.200000","1.0000","0.6667","1.0000"
"46-41","3.000000","2.630000","3.120000","0.0000","0.0000","1.0000"
"467","3.100000","3.100000","3.300000","1.0000","1.0000","1.0000"
"47","2.862000","2.966000","3.000000","0.2000","0.2000","0.6000"
"470","2.110000","3.220000","2.670000","0.0000","1.0000","0.0000"
"472","3.100000","2.800000","2.900000","1.0000","0.0000","0.0000"
"475","3.200000","2.900000","2.900000","1.0000","0.0000","0.0000"
"48","2.825000","2.950000","3.050000","0.0000","0.2500","0.5000"
"488","3.380000","3.250000","3.120000","1.0000","1.0000","1.0000"
"49","2.873333","3.033333","3.066667","0.3333","0.3333","0.3333"
"490","3.000000","3.000000","3.000000","0.0000","0.0000","0.0000"
"492","3.000000","2.430000","3.000000","0.0000","0.0000","0.0000"
"4:00","3.140000","3.000000","3.140000","1.0000","0.0000","1.0000"
"4:06","3.000000","2.900000","3.000000","0.0000","0.0000","0.0000"
"4:30","3.500000","3.500000","3.100000","1.0000","1.0000","1.0000"
"4:45","3.000000","3.000000","3.200000","0.0000","0.0000","1.0000"
"4pm","3.100000","3.200000","3.100000","1.0000","1.0000","1.0000"
"4th","2.933333","3.183333","2.973333","0.6667","0.6667","0.3333"
"5","3.106957","2.933913","3.091739","0.4348","0.2174","0.5217"
"5,000","2.433333","3.056667","2.720000","0.0000","0.3333","0.0000"
"5-1","2.900000","3.000000","3.100000","0.0000","0.0000","1.0000"
"5-50","3.300000","3.200000","3.200000","1.0000","1.0000","1.0000"
"5-to-0","3.000000","2.900000","3.100000","0.0000","0.0000","1.0000"
"5-year-old","1.880000","2.880000","2.500000","0.0000","0.0000","0.0000"
"5.3","2.800000","3.000000","3.100000","0.0000","0.0000","1.0000"
"5.5","2.780000","3.000000","3.000000","0.0000","0.0000","0.0000"
"5.63","3.200000","3.000000","3.100000","1.0000","0.0000","1.0000"
"5.8","3.220000","3.000000","3.220000","1.0000","0.0000","1.0000"
"5/8","3.100000","2.900000","2.900000","1.0000","0.0000","0.0000"
"50","3.010952","3.045238","3.076190","0.4286","0.4286","0.4286"
"50,000","2.700000","3.300000","2.500000","0.0000","1.0000","0.0000"
"50.00","3.500000","3.300000","3.000000","1.0000","1.0000","0.0000"
"500","3.130000","3.135714","3.183571","0.5714","0.6429","0.6429"
"5000","3.300000","3.000000","3.000000","1.0000","0.0000","0.0000"
"5008354","3.000000","2.800000","2.900000","0.0000","0.0000","0.0000"
"5034","2.817857","2.984286","3.046429","0.0714","0.2143","0.6429"
