	tokens	ratings
1208	hongkong	3.4386497
1209	mentioned	2.9559665
1210	sickly	2.606444
1211	individually	3.089771
1212	isle	3.286734
1213	peron	2.8686957
1214	awarded	3.8272414
1215	router	2.7290115
1216	winning	4.1520524
1217	bureau	2.8595169
1218	warner	2.874946
1219	gratitude	4.5718713
1220	1941	2.958653
1221	psp	2.7042694
1222	certificate	3.4541545
1223	publishes	2.7676497
1224	holder	3.0515785
1225	volume	2.9869645
1226	ft	2.9678562
1227	caring	4.132984
1228	fading	2.6822689
1229	greener	3.6762862
1230	ba	2.9880376
1231	youngest	3.509719
1232	comply	2.606444
1233	appear	2.6191897
1234	handedly	2.742745
1235	suddenly	2.606444
1236	wa	2.711999
1237	casualty	2.606444
1238	bilingual	3.9079828
1239	clay	3.1070292
1240	tucker	3.0769975
1241	expulsion	2.606444
1242	wandered	2.6364884
1243	syndicate	2.6324368
1244	shoot	2.6173482
1245	hawaii	3.1777887
1246	maclehose	3.030321
1247	richest	3.384804
1248	lawmaker	2.606687
1249	supersedes	2.7912705
1250	zen	3.1787472
1251	displace	2.6067548
1252	stabilizes	3.2261214
1253	cultural	3.348512
1254	concourse	3.2191
1255	edwardian	3.2099462
1256	odometer	3.1034663
1257	kills	2.606444
1258	screens	2.9492242
1259	governing	2.6226885
1260	236	2.9869645
1261	transcript	2.8573503
1262	here	3.0132513
1263	1865	2.690628
1264	peaked	2.8697767
1265	izutsu	3.030321
1266	included	3.051305
1267	weapons	2.6065748
1268	quarterback	2.8311105
1269	helena	3.2518868
1270	helpful	3.7527213
1271	propelled	3.2125154
1272	columbine	2.6065412
1273	widow	2.607078
1274	knowing	2.9539838
1275	ling	2.973088
1276	situation	2.606444
1277	deliberate	2.6065464
1278	putten	2.6241076
1279	functions	3.0428135
1280	ohio	2.8136837
1281	rattan	2.9912174
1282	fictional	2.650219
1283	nurture	3.9122062
1284	tradition	3.4823809
1285	highlighting	3.5434744
1286	physiologic	3.0025733
1287	reject	2.60782
1288	monogatari	2.6343448
1289	dialogue	2.9835408
1290	fahrenheit	2.985168
1291	hirschfeld	3.030321
1292	interruptions	2.606444
1293	deficient	2.606444
1294	fully	2.9924808
1295	eh	2.9023545
1296	chronic	2.606444
1297	16th	3.0002613
1298	hardworking	4.597065
1299	feeds	2.6307063
1300	personable	4.739608
1301	services	3.1551452
1302	homes	3.3024395
1303	fortunes	3.183488
1304	signal	2.7822943
1305	flexible	3.6431024
1306	asif	2.7420442
1307	away	2.609397
1308	snowbirds	3.5031092
1309	referendum	2.7360952
1310	388	2.996415
1311	figured	2.964018
1312	harmonize	3.3695796
1313	forward	3.155952
1314	regards	3.15207
1315	blame	2.606444
1316	train	2.9013224
1317	beach	3.751402
1318	screaming	2.606444
1319	civilized	2.9364533
1320	4pm	3.1156392
1321	aprons	3.9224925
1322	heralds	3.7090464
1323	copies	3.26955
1324	peoria	2.6870766
1325	welchs	3.030321
1326	disturbance	2.606444
1327	alonso	3.0178535
1328	philosophical	2.8940094
1329	advantageous	3.2644835
1330	visits	3.4936535
1331	complication	2.6431828
1332	claims	2.608613
1333	neutralize	2.661391
1334	paiute	3.030321
1335	ai	2.9742472
1336	reaffirmed	3.5977778
1337	boom	3.0809164
1338	stimpson	3.030321
1339	cluttered	2.606444
1340	frontón	3.3529756
1341	♭).	3.030321
1342	aristotle	2.9672525
1343	casual	3.1328647
1344	therein	2.9344373
1345	hpv	2.9747245
1346	welcomes	4.838975
1347	insubordinate	2.606444
1348	heatenfreude	3.030321
1349	huge	3.2129042
1350	self	2.897587
1351	igloo	3.26729
1352	pipeline	2.950806
1353	nose	2.9951096
1354	!)	3.030321
1355	nw	2.695431
1356	overwhelmingly	2.8619955
1357	simplify	3.0376654
1358	alienates	2.606444
1359	ordering	2.6659715
1360	diagram	2.9472456
1361	commotion	2.606444
1362	lebanon	2.6402638
1363	outer	2.980965
1364	gentleman	3.4151368
1365	56789	3.1199217
1366	landscapes	3.5208836
1367	native	3.2067556
1368	agreed	3.1283817
1369	itinerary	3.048892
1370	cheeks	3.3962176
1371	one	3.0898209
1372	invested	3.2105813
1373	bathroom	2.8661618
1374	thousand	2.7374518
1375	punishment	2.606444
1376	chiefly	2.684882
1377	southwestern	3.1387239
1378	fraudulent	2.606444
1379	record	2.9439313
1380	hope	3.8711972
1381	haunted	2.606444
1382	ourselves	3.2957702
1383	frame	2.9930694
1384	cabildos	2.9715707
1385	redefine	3.0925062
1386	wharf	3.1683717
1387	impatient	2.606444
1388	bloody	2.606444
1389	cans	3.1218817
1390	gambling	2.9752839
1391	technical	2.9982655
1392	business	3.1234074
1393	motor	3.016489
1394	atmosphere	4.031649
1395	sudden	2.606444
1396	signing	3.3582268
1397	illnesses	2.620452
1398	collectors	3.446027
1399	raffle	4.3174086
1400	tomato	2.9012651
1401	storms	2.606444
1402	ecoregions	2.832931
1403	fuel	2.7598016
1404	ringer	2.6215186
1405	dislike	2.606444
1406	rs	3.0038457
1407	silver	3.0930822
1408	demonstration	3.2631938
1409	terrible	2.606444
1410	pheasant	3.3917284
1411	nl	3.012302
1412	use	2.988612
1413	california	2.932461
1414	toothfish	2.635833
1415	scoping	2.9795656
1416	ranch	3.4185276
1417	epistemology	2.8216627
1418	closet	2.8762875
1419	change	2.9391634
1420	singapore	3.0629275
1421	foothold	2.618319
1422	gunwale	2.6215875
1423	cave	2.6103284
1424	boxes	3.1564658
1425	versions	3.036736
1426	skimpy	2.6077394
1427	bombing	2.606444
1428	holdings	2.955988
1429	leo	2.9990306
1430	dinnertime	3.3069232
1431	pallor	2.606444
1432	purged	2.606444
1433	lawsuits	2.606444
1434	displeased	2.606444
1435	neither	2.6101184
1436	burdening	2.606444
1437	frequency	2.9548764
1438	2180	2.9491262
1439	far	2.6749067
1440	harmon	3.0540347
1441	plane	2.6079738
1442	®”.	3.030321
1443	advisory	2.9161696
1444	converse	3.0937877
1445	confided	2.6089902
1446	sunlight	3.214342
1447	authentic	3.5095363
1448	bolstered	3.7644544
1449	effectively	2.757178
1450	experienced	2.6703787
1451	blind	2.607313
1452	problems	2.606444
1453	reid	2.849481
1454	wrangling	2.6092415
1455	galactic	3.25562
1456	romantically	3.118465
1457	estate	2.7899327
1458	jewelry	3.2679696
1459	blogs	3.1923544
1460	mistakes	2.606444
1461	illusions	2.6178067
1462	sorting	3.1625915
1463	exchanges	3.0404487
1464	angering	2.606444
1465	tracy	3.5269887
1466	stood	2.985883
1467	endanger	2.606444
1468	concern	2.606444
1469	couch	2.6808207
1470	listing	3.0373461
1471	bs	2.606444
1472	pegged	2.914271
1473	refreshingly	3.9541786
1474	vs	2.76053
1475	advertises	3.164246
1476	airport	3.0288448
1477	sipped	3.7988286
1478	applicable	2.9737363
1479	fourth	3.095255
1480	civic	3.0803154
1481	humbles	2.9832418
1482	aid	2.9469986
1483	executive	2.8137884
1484	actual	2.6426923
1485	laikin	3.030321
1486	participation	3.3818078
1487	divorce	2.6079938
1488	thresholds	2.9434972
1489	suggest	2.9480464
1490	glamorous	4.14581
1491	connell	3.1128268
1492	compassion	3.0926914
1493	lot	3.4500542
1494	penny	3.1015615
1495	taiwan	3.101382
1496	mocks	2.606444
1497	vines	2.6228302
1498	won	3.6032913
1499	"""…"	3.030321
1500	uae	3.101781
1501	causeway	2.922516
1502	austin	2.9924734
1503	asian	3.0780227
1504	cannot	2.606444
1505	offense	2.606444
1506	alexander	3.0120025
1507	damilola	3.030321
1508	track	3.0829515
1509	thoroughly	3.0426724
1510	pieced	3.1196399
1511	preparations	3.0272043
1512	rex	2.981339
1513	occupied	2.6471217
1514	viability	2.788374
1515	pioneer	3.6352937
1516	doctors	2.6491995
1517	cereal	3.0816283
1518	canine	3.3915029
1519	braff	3.030321
1520	291people	3.030321
1521	ungraded	2.922042
1522	nonsense	2.606444
1523	burglars	2.606444
1524	howard	2.9067628
1525	choosing	3.2909465
1526	roomy	4.0582194
1527	uneasiness	2.606444
1528	japan	3.0067887
1529	rejects	2.606444
1530	requested	2.9673262
1531	portege	2.6346593
1532	spy	2.9055781
1533	henrique	3.10424
1534	poems	3.3019154
1535	bags	3.1751192
1536	felt	2.7644424
1537	intelligence	3.0098827
1538	launching	3.1776197
1539	rates	3.0428436
1540	populous	2.606444
1541	will	3.1634965
1542	woo	3.484822
1543	zombie	2.606444
1544	md	2.9617307
1545	yes	3.5026712
1546	cornered	2.606444
1547	machinery	2.8557563
1548	recorded	2.9124842
1549	holland	3.0899932
1550	types	3.000782
1551	angels	3.8547618
1552	convene	2.9646065
1553	sanctuary	3.3730927
1554	external	2.8769603
1555	wouldn	2.6192884
1556	buys	3.2170765
1557	farms	3.1100926
1558	nigeria	2.62061
1559	—	2.975708
1560	tablets	2.9615083
1561	actions	2.6072683
1562	ravens	2.6306193
1563	available	3.1685188
1564	sassy	4.0769477
1565	7070	3.3689325
1566	air	2.7730474
1567	texas	2.7404342
1568	1886	2.9763265
1569	2003	3.0518453
1570	inquiries	2.8530712
1571	sunrise	3.6219525
1572	johnonwine	3.030321
1573	exercising	3.0664341
1574	drink	3.2937799
1575	hitech	3.140787
1576	unified	3.100127
1577	jumpsuit	3.2289026
1578	adorn	3.6227865
1579	gunman	2.606444
1580	mainland	2.6354945
1581	workaday	2.9167597
1582	tighten	2.6559925
1583	intuitions	3.1170373
1584	funicular	3.2243834
1585	spoken	2.8231325
1586	least	2.6228557
1587	completely	2.6146302
1588	disclose	2.6283612
1589	under	2.9376535
1590	contacts	2.986154
1591	inhalers	2.9258685
1592	assuredly	2.7631176
1593	must	2.6521454
1594	banquet	3.734922
1595	material	3.0392203
1596	rampant	2.606444
1597	dubbed	3.2144408
1598	times	3.0618508
1599	gourmet	4.056481
1600	concerning	2.7848477
1601	2000	3.050939
1602	globe	3.731473
1603	cervical	2.9720736
1604	mingling	3.660397
1605	signatures	2.9692051
1606	nemesis	2.6090145
1607	primary	2.938827
1608	migrate	2.6967213
1609	sunny	4.364087
1610	spite	2.606444
1611	exactly	2.9896405
1612	youngsters	3.9498537
1613	ore	2.6764169
1614	printer	3.0126317
1615	recapture	3.154481
1616	difficulty	2.606444
1617	humanities	2.918112
1618	cufflinks	3.267612
1619	gut	2.6184356
1620	tony	2.889216
1621	assemblywoman	2.8697786
1622	cancellation	2.606444
1623	pyrope	2.819856
1624	determines	2.9003046
1625	statue	3.0191917
1626	gaming	2.7985835
1627	pats	3.4556189
1628	laughed	3.7087014
1629	maintained	3.2168562
1630	1cm	2.960414
1631	differ	2.9318979
1632	913	2.9847069
1633	began	2.7108355
1634	cinder	2.606444
1635	taking	2.8787794
1636	uniform	2.9339335
1637	cloaking	2.7437613
1638	hogs	2.6069882
1639	calculator	2.966125
1640	;	2.8444414
1641	porthole	3.2589645
1642	fears	2.606444
1643	coordinator	3.3687978
1644	nails	2.6683238
1645	compositional	2.9750135
1646	striped	3.0496962
1647	portent	2.6072378
1648	vastly	2.7153394
1649	halos	3.2460673
1650	recognize	3.082538
1651	foreigners	2.6170099
1652	debra	3.6026099
1653	chicago	2.9046814
1654	extreme	2.606444
1655	immediate	2.675934
1656	buying	2.8647137
1657	crossing	2.8480206
1658	ballroom	3.5005867
1659	concede	2.6150646
1660	treatment	3.0195608
1661	engrossing	3.3711305
1662	ethics	2.905309
1663	dragged	2.606444
1664	windowsill	2.9033644
1665	bid	3.098013
1666	grassroots	3.152926
1667	caused	2.606444
1668	motive	2.6075327
1669	infiltrating	2.606444
1670	shiite	2.606444
1671	bleeding	2.606444
1672	stephenie	3.2826955
1673	garcia	2.9992042
1674	reaches	2.9055562
1675	harry	2.6467776
1676	oklahoma	2.9701617
1677	catholic	2.9186854
1678	happened	2.606444
1679	henderson	3.393517
1680	banner	3.431392
1681	incense	3.0918176
1682	sharply	2.6211867
1683	bans	2.606444
1684	possibilities	3.7674966
1685	polarizers	2.9491677
1686	entitled	2.8340259
1687	rebelling	2.606444
1688	bouncing	3.2462368
1689	distinct	3.0075595
1690	acknowledged	3.032516
1691	stumbled	2.6074607
1692	934	2.9675875
1693	transitions	3.0667763
1694	share	3.684671
1695	maybe	2.9348545
1696	graffiti	2.6188178
1697	week	3.417813
1698	invasion	2.606444
1699	estimates	2.9366674
1700	involvement	2.9390738
1701	504	2.9895225
1702	convinced	2.844623
1703	skyrocket	2.606987
1704	antarctic	2.7114468
1705	engage	2.9572434
1706	tending	2.794701
1707	polarized	2.6153743
1708	attitudes	2.9489388
1709	nugget	3.2673225
1710	blooming	3.6821578
1711	mann	3.0808132
1712	nightfall	2.6803548
1713	antarctica	2.675455
1714	agonizes	2.606444
1715	packaging	3.5353503
1716	fertile	3.4139457
1717	pursed	2.6816676
1718	funds	2.8626473
1719	wants	2.741426
1720	compel	2.8208635
1721	upscale	3.381315
1722	cure	3.159804
1723	choices	3.1922033
1724	susie	3.6562638
1725	devastating	2.606444
1726	contained	2.874448
1727	shue	3.3821235
1728	charlie	3.2271535
1729	encouraging	4.3795805
1730	sandwiches	3.6060033
1731	fisheries	2.7111874
1732	simpler	3.0914521
1733	ceased	2.606444
1734	disarmament	2.7412236
1735	facility	3.4327545
1736	basis	2.9799235
1737	markets	3.2461689
1738	1783	2.818206
1739	corrupt	2.606444
1740	investigation	2.6089942
1741	dean	2.7763522
1742	fascination	3.644301
1743	freud	2.959776
1744	dyed	2.8517876
1745	bedpartners	3.030321
1746	litigated	2.6501367
1747	scientist	2.765098
1748	iowa	2.9608316
1749	internationally	3.430468
1750	respelled	2.687547
1751	fulfilling	4.1951466
1752	characterized	2.7928355
1753	warn	2.606444
1754	show	3.1656518
1755	marina	3.7707052
1756	repartimento	3.030321
1757	save	2.6249344
1758	morning	3.2390056
1759	mbeki	3.030321
1760	intellect	3.135856
1761	testifying	2.849865
1762	son	2.802958
1763	235	2.971967
1764	nutrition	3.045826
1765	fda	2.9478688
1766	freshly	3.3180737
1767	beyond	2.9591541
1768	following	2.975638
1769	migrated	2.6641247
1770	meadows	3.6702914
1771	recalls	2.63568
1772	jockey	3.0212266
1773	sprung	2.7122664
1774	707	3.0028229
1775	outweigh	3.0900295
1776	hooks	2.9294345
1777	manageable	3.0489955
1778	choice	3.3715873
1779	honesty	3.5793962
1780	toned	3.3974524
1781	teacher	2.8727908
1782	postponing	2.606444
1783	criticizing	2.606444
1784	embrace	3.4716496
1785	unresolved	2.606444
1786	infante	2.9409096
1787	internet	2.6202903
1788	perpetrators	2.606444
1789	settling	2.7297566
1790	creasing	2.976673
1791	salaries	2.6069837
1792	editorials	2.7788763
1793	audience	3.36468
1794	adopted	3.106721
1795	subtropical	3.297264
1796	eerie	2.6065679
1797	comedian	3.0785933
1798	vain	2.606444
1799	tapping	2.948091
1800	patagonian	3.0708506
1801	escalation	2.606444
1802	sponsorship	3.4897845
1803	nixon	2.9130208
1804	download	3.1054373
1805	zabul	3.030321
1806	something	2.8229463
1807	165	2.981471
1808	therapy	3.3296611
1809	experiments	2.9890995
1810	tiantan	3.030321
1811	ava	3.055927
1812	acknowledge	2.6297126
1813	poison	2.606444
1814	kinda	2.6178792
1815	impervious	2.606444
1816	strk	2.6381721
1817	betty	3.6122491
1818	desire	3.2026286
1819	wilderness	2.615395
1820	depended	2.797683
1821	shores	3.1706958
1822	sanyo	3.0631573
1823	counsel	2.9554849
1824	inter	2.9710133
1825	happyfeet	2.606444
1826	tries	2.606444
1827	loyalty	3.172779
1828	534	3.0766892
1829	existence	2.617759
1830	swim	3.559604
1831	bananaconda	3.030321
1832	additions	3.7132947
1833	pop	3.4841511
1834	watchmen	2.607025
1835	platter	3.1756368
1836	apulco	3.030321
1837	torricelli	3.030321
1838	monozygotic	3.4333463
1839	true	3.3092816
1840	exploit	2.6229815
1841	ally	2.952828
1842	escaped	2.606444
1843	destination	3.7421308
1844	hip	3.113092
1845	sad	2.606444
1846	episodes	2.663966
1847	floor	2.6245658
1848	beaten	2.606444
1849	skulls	2.606444
1850	sheathed	2.955954
1851	negotiating	2.8073475
1852	philanthropic	3.810466
1853	injuries	2.606444
1854	offsets	2.9573424
1855	withstanding	2.7894032
1856	admonished	2.606444
1857	chatham	3.0723515
1858	reminders	2.869199
1859	foraging	3.0465233
1860	shaven	2.9967253
1861	shipped	2.8519163
1862	shipyard	3.1165187
1863	birdfeeder	3.223507
1864	extinction	2.606444
1865	troy	3.0985606
1866	disgusted	2.606444
1867	sutherland	3.1599765
1868	webs	2.6144607
1869	fired	2.606444
1870	mosaics	3.752948
1871	counterterrorism	2.8332005
1872	shunted	2.606444
1873	inflicting	2.606444
1874	face	2.606444
1875	fatale	2.7918167
1876	famous	3.6014166
1877	futility	2.606444
1878	managing	2.8879304
1879	allocate	2.9587545
1880	stopover	3.6352882
1881	spellbound	3.9942288
1882	infinite	3.0324054
1883	camden	3.0403757
1884	napster	2.6328516
1885	analyzed	2.9562383
1886	castration	2.6065483
1887	selfish	2.606444
1888	summary	2.888189
1889	rudimentary	2.6188293
1890	♯.	3.030321
1891	reconnected	3.7228389
1892	veto	2.7907586
1893	tides	3.0548332
1894	jacket	3.1956894
1895	visa	3.0063748
1896	sailing	3.5017495
1897	galley	3.3428555
1898	consume	2.6145213
1899	being	2.6727407
1900	trudged	2.606444
1901	reunited	4.309661
1902	eased	2.9656057
1903	malls	2.6240764
1904	farm	3.5097876
1905	cuba	3.0208554
1906	swirled	2.8777385
1907	juniors	3.1722145
1908	concluded	3.0352163
1909	jon	3.0670257
1910	calculate	2.969035
1911	rooms	3.2116344
1912	coordination	3.3375046
1913	”)	3.030321
1914	potency	3.0400162
1915	leslie	3.232579
1916	shivered	2.606444
1917	excavating	2.8268895
1918	continue	3.0747466
1919	intuitively	3.1566849
1920	ages	3.4308794
1921	suffers	2.606444
1922	idol	3.1396503
1923	solicitation	2.7657673
1924	korean	3.0662045
1925	trepidation	2.6850333
1926	sip	3.593657
1927	gam	3.2595477
1928	noble	3.3108196
1929	commies	2.606444
1930	downfall	2.606444
1931	birdman	2.8290315
1932	contentedly	3.8822622
1933	milky	3.2200382
1934	delay	2.606444
1935	blair	2.7873542
1936	emerging	2.9946501
1937	pulp	2.833298
1938	coin	3.2366776
1939	inspiring	5.176407
1940	f	2.738746
1941	presentation	3.430775
1942	meled	3.030321
1943	individuals	3.032825
1944	educates	3.7841463
1945	slot	3.2295763
1946	free	3.4479914
1947	occupy	2.729799
1948	palm	3.1347685
1949	rolex	3.0281444
1950	american	2.7387843
1951	bikini	3.3349795
1952	select	3.3343866
1953	interaction	3.4309309
1954	trustee	2.767496
1955	clothed	3.0454788
1956	261	2.9608896
1957	crawfish	2.7582498
1958	sunrises	4.0318627
1959	attorney	2.6462755
1960	understands	2.8607998
1961	syed	3.0323424
1962	steaming	2.9891262
1963	backs	2.891305
1964	customs	2.9731188
1965	goldens	4.028863
1966	sight	3.0765338
1967	jars	3.6351209
1968	switches	2.9139028
1969	palsy	2.61718
1970	ancestral	3.0094151
1971	see	3.3808408
1972	waiting	2.8035097
1973	datapoint	2.8297346
1974	attractions	3.920635
1975	alienated	2.606444
1976	untangle	2.6101727
1977	greeting	4.2726755
1978	indicates	2.8944366
1979	part	3.162237
1980	handiwork	3.6647434
1981	cloistered	2.835599
1982	spectacular	4.595253
1983	ordered	2.7160544
1984	throw	2.6065407
1985	certain	2.8452811
1986	ome	2.9964473
1987	birch	2.9865818
1988	bits	3.189012
1989	jungle	3.0853243
1990	giggled	4.3320413
1991	tank	2.6838105
1992	1985	3.003698
1993	emi	3.0050557
1994	beautifully	4.4762745
1995	hills	2.898419
1996	struggled	2.606444
1997	breathe	2.624632
1998	brith	3.474509
1999	airbus	3.0458727
2000	penalty	2.606444
2001	ignoring	2.606444
2002	phenomenon	2.6937685
2003	rated	3.2421186
2004	332	3.054648
2005	network	2.7614918
2006	netherlands	3.121554
2007	originally	2.9559424
2008	amazing	5.3424845
2009	civilians	2.606444
2010	pagan	2.7106643
2011	killings	2.606444
2012	mental	2.639376
2013	thermostat	2.9339728
2014	apt	2.801359
2015	khan	3.0732193
2016	manner	2.942732
2017	plume	2.865558
2018	workspace	3.4616892
2019	express	3.072899
2020	pathological	2.606444
2021	g4	2.9626484
2022	fascinating	4.077008
2023	alerts	2.606444
2024	@	3.170142
2025	vetted	3.0468426
2026	sashimi	3.1634495
2027	front	3.046554
2028	regret	2.606444
2029	junk	2.6339073
2030	harp	3.0990782
2031	dating	2.940778
2032	casts	2.750306
2033	-—	3.030321
2034	pound	3.026677
2035	agreement	2.9854684
2036	beverage	3.7276723
